game_key,developer_key,allocation_factor,is_primary
849,7215,1.0,1
850,9095,0.5,1
850,1114,0.5,0
851,11054,1.0,1
852,7969,0.5,1
852,133,0.5,0
853,9712,0.5,1
853,6139,0.5,0
854,5723,1.0,1
855,6853,1.0,1
856,4300,1.0,1
857,7974,0.5,1
857,1715,0.5,0
858,5652,1.0,1
859,8825,1.0,1
860,878,0.5,1
860,755,0.5,0
861,10618,1.0,1
862,1783,1.0,1
863,2846,0.5,1
863,8220,0.5,0
864,1356,1.0,1
865,7183,1.0,1
866,9781,1.0,1
867,7537,1.0,1
868,3815,1.0,1
869,2307,1.0,1
870,2991,1.0,1
871,11677,1.0,1
872,3983,1.0,1
873,6319,1.0,1
874,8188,1.0,1
875,11136,1.0,1
876,5397,1.0,1
877,10494,1.0,1
878,10788,1.0,1
879,7080,1.0,1
880,7591,1.0,1
881,8412,1.0,1
882,3117,0.333333,1
882,1322,0.333333,0
882,8290,0.333333,0
883,8957,1.0,1
884,11065,1.0,1
885,7492,1.0,1
886,1933,1.0,1
887,7895,1.0,1
888,2119,1.0,1
889,10839,1.0,1
890,8067,1.0,1
891,2278,1.0,1
892,9527,1.0,1
893,7043,1.0,1
894,3861,1.0,1
895,5484,1.0,1
896,4787,1.0,1
897,526,1.0,1
898,4589,1.0,1
899,4463,1.0,1
900,8700,1.0,1
901,7024,1.0,1
902,842,1.0,1
903,7957,1.0,1
904,4528,1.0,1
905,1227,1.0,1
906,9260,1.0,1
907,11678,1.0,1
908,5457,1.0,1
909,8463,1.0,1
910,10759,1.0,1
911,6095,1.0,1
912,2624,1.0,1
913,7431,1.0,1
914,9392,1.0,1
915,8975,1.0,1
916,7676,1.0,1
917,10822,1.0,1
918,11272,1.0,1
919,8025,1.0,1
920,8514,1.0,1
921,1941,1.0,1
922,6545,1.0,1
923,5857,1.0,1
924,2902,1.0,1
925,5126,1.0,1
926,10759,1.0,1
927,10287,1.0,1
928,5126,1.0,1
929,1239,1.0,1
930,6559,1.0,1
931,8017,1.0,1
932,5616,1.0,1
933,1859,1.0,1
934,10518,1.0,1
935,4601,1.0,1
936,3440,1.0,1
937,8262,1.0,1
938,6265,1.0,1
939,10435,1.0,1
940,829,0.5,1
940,1638,0.5,0
941,5104,1.0,1
942,773,1.0,1
943,1689,1.0,1
944,8418,1.0,1
945,6136,0.5,1
945,5047,0.5,0
946,10832,1.0,1
947,4130,1.0,1
948,1500,1.0,1
949,10386,1.0,1
950,6620,1.0,1
951,7291,1.0,1
952,7096,1.0,1
953,11175,0.5,1
953,334,0.5,0
954,952,1.0,1
955,11347,1.0,1
956,4716,1.0,1
957,7952,1.0,1
958,10159,1.0,1
959,5720,0.142857,1
959,1468,0.142857,0
959,1815,0.142857,0
959,5150,0.142857,0
959,6113,0.142857,0
959,6752,0.142857,0
959,10045,0.142857,0
960,4936,1.0,1
961,9129,1.0,1
962,6721,1.0,1
963,2577,1.0,1
964,9483,1.0,1
965,8638,1.0,1
966,2241,1.0,1
967,6335,1.0,1
968,1736,1.0,1
969,10003,1.0,1
970,1616,1.0,1
971,5098,1.0,1
972,9780,1.0,1
973,5570,1.0,1
974,5777,1.0,1
975,366,1.0,1
976,7892,1.0,1
977,7491,1.0,1
978,7296,1.0,1
979,11610,1.0,1
980,10613,1.0,1
981,3599,1.0,1
982,2159,1.0,1
983,2906,1.0,1
984,6322,1.0,1
985,11953,0.333333,1
985,11886,0.333333,0
985,11930,0.333333,0
986,10677,0.5,1
986,3976,0.5,0
987,4661,1.0,1
988,7197,1.0,1
989,421,1.0,1
990,7470,1.0,1
991,1411,1.0,1
992,10400,1.0,1
993,6298,1.0,1
994,10145,1.0,1
995,2262,0.333333,1
995,6558,0.333333,0
995,2376,0.333333,0
996,7543,1.0,1
997,2606,1.0,1
998,5621,1.0,1
999,6329,1.0,1
1000,8149,1.0,1
1001,3576,1.0,1
1002,2278,1.0,1
1003,8457,0.5,1
1003,2264,0.5,0
1004,5144,1.0,1
1005,3770,1.0,1
1006,9422,1.0,1
1007,7631,1.0,1
1008,9765,1.0,1
1009,562,0.5,1
1009,5210,0.5,0
1010,3043,1.0,1
1011,685,1.0,1
1012,10086,1.0,1
1013,6179,1.0,1
1014,8413,1.0,1
1015,9537,1.0,1
1016,4504,1.0,1
1017,6933,1.0,1
1018,7083,1.0,1
1019,11258,1.0,1
1020,4448,1.0,1
1021,8523,1.0,1
1022,420,1.0,1
1023,2064,1.0,1
1024,246,1.0,1
1025,10190,1.0,1
1026,11613,1.0,1
1027,4643,1.0,1
1028,699,1.0,1
1029,6370,1.0,1
1030,6188,1.0,1
1031,11927,1.0,1
1032,1921,1.0,1
1033,5568,1.0,1
1034,7638,1.0,1
1035,9632,1.0,1
1036,3787,1.0,1
1037,394,1.0,1
1038,1857,1.0,1
1039,3353,1.0,1
1040,1953,1.0,1
1041,1665,1.0,1
1042,11600,1.0,1
1043,8182,1.0,1
1044,3211,1.0,1
1045,2635,0.5,1
1045,1455,0.5,0
1046,108,1.0,1
1047,6230,1.0,1
1048,2838,1.0,1
1049,12106,1.0,1
1050,580,1.0,1
1051,11743,0.5,1
1051,5164,0.5,0
1052,1175,1.0,1
1053,6166,1.0,1
1054,11341,1.0,1
1055,9316,1.0,1
1056,1190,1.0,1
1057,4250,1.0,1
1058,8264,0.5,1
1058,9380,0.5,0
1059,4193,1.0,1
1060,241,1.0,1
1061,4640,1.0,1
1062,6670,1.0,1
1063,1807,1.0,1
1064,2007,1.0,1
1065,8824,1.0,1
1066,9826,1.0,1
1067,6925,1.0,1
1068,5614,1.0,1
1069,9885,1.0,1
1070,10876,1.0,1
1071,6384,1.0,1
1072,10832,1.0,1
1073,10155,1.0,1
1074,10335,1.0,1
1075,27,1.0,1
1076,4078,1.0,1
1077,1147,1.0,1
1078,10893,1.0,1
1079,10424,1.0,1
1080,7774,1.0,1
1081,3114,1.0,1
1082,379,1.0,1
1083,1451,1.0,1
1084,6245,1.0,1
1085,8665,1.0,1
1086,2503,1.0,1
1087,12020,1.0,1
1088,7526,1.0,1
1089,3878,1.0,1
1090,5782,1.0,1
1091,7110,1.0,1
1092,8553,0.5,1
1092,4158,0.5,0
1093,3118,1.0,1
1094,6053,1.0,1
1095,8864,1.0,1
1096,1601,1.0,1
1097,4167,1.0,1
1098,2477,1.0,1
1099,4781,1.0,1
1100,2039,1.0,1
1101,9911,1.0,1
1102,9560,1.0,1
1103,1160,1.0,1
1104,6777,1.0,1
1105,7712,1.0,1
1106,7350,0.5,1
1106,4953,0.5,0
1107,11433,1.0,1
1108,4802,0.333333,1
1108,346,0.333333,0
