game_key,developer_key,allocation_factor,is_primary
3410,643,0.5,0
3411,9869,1.0,1
3412,8997,1.0,1
3413,778,1.0,1
3414,9215,1.0,1
3415,11848,1.0,1
3416,776,1.0,1
3417,5658,1.0,1
3418,6543,1.0,1
3419,5850,1.0,1
3420,9205,1.0,1
3421,5126,1.0,1
3422,6248,1.0,1
3423,5833,1.0,1
3424,2309,1.0,1
3425,6788,1.0,1
3426,7348,0.25,1
3426,2346,0.25,0
3426,460,0.25,0
3426,4150,0.25,0
3427,11786,1.0,1
3428,10999,1.0,1
3429,3029,1.0,1
3430,7024,1.0,1
3431,3952,1.0,1
3432,1888,1.0,1
3433,568,1.0,1
3434,5946,1.0,1
3435,3803,1.0,1
3436,4570,1.0,1
3437,10975,1.0,1
3438,4364,1.0,1
3439,9250,1.0,1
3440,3679,0.333333,1
3440,2471,0.333333,0
3440,8203,0.333333,0
3441,6301,1.0,1
3442,11177,1.0,1
3443,6305,1.0,1
3444,487,0.5,1
3444,8869,0.5,0
3445,9443,1.0,1
3446,9167,0.5,1
3446,1258,0.5,0
3447,5980,1.0,1
3448,10983,1.0,1
3449,7564,1.0,1
3450,9931,1.0,1
3451,8015,1.0,1
3452,451,1.0,1
3453,11003,1.0,1
3454,223,1.0,1
3455,5653,1.0,1
3456,7611,1.0,1
3457,3849,1.0,1
3458,3745,1.0,1
3459,7844,1.0,1
3460,3363,1.0,1
3461,364,0.5,1
3461,11102,0.5,0
3462,5594,1.0,1
3463,8288,1.0,1
3464,7274,1.0,1
3465,6005,1.0,1
3466,4786,1.0,1
3467,10831,1.0,1
3468,3518,1.0,1
3469,2182,1.0,1
3470,4394,1.0,1
3471,11836,1.0,1
3472,11731,0.5,1
3472,6714,0.5,0
3473,6177,1.0,1
3474,11382,1.0,1
3475,9983,0.5,1
3475,10258,0.5,0
3476,4535,1.0,1
3477,2846,0.5,1
3477,8220,0.5,0
3478,10731,1.0,1
3479,6431,1.0,1
3480,5972,1.0,1
3481,2917,1.0,1
3482,3356,1.0,1
3483,5126,1.0,1
3484,3791,1.0,1
3485,9722,0.5,1
3485,10667,0.5,0
3486,7223,1.0,1
3487,11227,1.0,1
3488,2187,1.0,1
3489,410,1.0,1
3490,3914,1.0,1
3491,5047,1.0,1
3492,9124,1.0,1
3493,11037,0.5,1
3493,7789,0.5,0
3494,6299,1.0,1
3495,9811,0.25,1
3495,2664,0.25,0
3495,5264,0.25,0
3495,4800,0.25,0
3496,9018,1.0,1
3497,11378,1.0,1
3498,6107,1.0,1
3499,4459,1.0,1
3500,10832,1.0,1
3501,4489,0.5,1
3501,399,0.5,0
3502,1939,1.0,1
3503,8648,1.0,1
3504,9065,1.0,1
3505,7249,1.0,1
3506,12045,1.0,1
3507,435,1.0,1
3508,10202,1.0,1
3509,7487,1.0,1
3510,9158,1.0,1
3511,3016,1.0,1
3512,10517,1.0,1
3513,3968,1.0,1
3514,7408,1.0,1
3515,7734,1.0,1
3516,7136,1.0,1
3517,11377,0.5,1
3517,6786,0.5,0
3518,7601,1.0,1
3519,5124,1.0,1
3520,8825,1.0,1
3521,7248,1.0,1
3522,11329,1.0,1
3523,3651,1.0,1
3524,6854,1.0,1
3525,9337,1.0,1
3526,11606,1.0,1
3527,8922,1.0,1
3528,1800,1.0,1
3529,1523,1.0,1
3530,5541,1.0,1
3531,5523,1.0,1
3532,6400,1.0,1
3533,4461,1.0,1
3534,4022,1.0,1
3535,5098,1.0,1
3536,1251,1.0,1
3537,3090,1.0,1
3538,4504,1.0,1
3539,1928,1.0,1
3540,7398,1.0,1
3541,9628,1.0,1
3542,6150,1.0,1
3543,3885,1.0,1
3544,11286,0.5,1
3544,10076,0.5,0
3545,2455,1.0,1
3546,1811,1.0,1
3547,5964,1.0,1
3548,11270,1.0,1
3549,7165,1.0,1
3550,1633,0.5,1
3550,2394,0.5,0
3551,3102,1.0,1
3552,8458,1.0,1
3553,9664,1.0,1
3554,10546,1.0,1
3555,1387,1.0,1
3556,9557,1.0,1
3557,10734,1.0,1
3558,7174,1.0,1
3559,9122,0.5,1
3559,11224,0.5,0
3560,8774,1.0,1
3561,6231,1.0,1
3562,10822,1.0,1
3563,9316,1.0,1
3564,10187,1.0,1
3565,8526,1.0,1
3566,5405,1.0,1
3567,8079,1.0,1
3568,4750,1.0,1
3569,10864,1.0,1
3570,8337,1.0,1
3571,5377,1.0,1
3572,3213,1.0,1
3573,3754,1.0,1
3574,1197,0.5,1
3574,10711,0.5,0
3575,988,1.0,1
3576,3327,1.0,1
3577,10465,1.0,1
3578,1233,1.0,1
3579,10769,1.0,1
3580,3516,1.0,1
3581,10009,1.0,1
3582,6976,1.0,1
3583,11458,1.0,1
3584,831,1.0,1
3585,8825,1.0,1
3586,6835,1.0,1
3587,682,1.0,1
3588,10715,1.0,1
3589,11163,1.0,1
3590,7295,1.0,1
3591,2913,1.0,1
3592,7097,1.0,1
3593,7078,1.0,1
3594,3822,1.0,1
3595,4555,0.5,1
3595,10389,0.5,0
3596,1826,1.0,1
3597,10683,1.0,1
3598,7924,1.0,1
3599,5918,1.0,1
3600,8282,1.0,1
3601,709,1.0,1
3602,1757,1.0,1
3603,11948,1.0,1
3604,10033,1.0,1
3605,3811,1.0,1
3606,6414,1.0,1
3607,8251,1.0,1
3608,5100,1.0,1
3609,2320,1.0,1
3610,2111,1.0,1
3611,172,1.0,1
3612,5284,1.0,1
3613,8819,1.0,1
3614,7432,1.0,1
3615,6778,1.0,1
3616,7090,1.0,1
3617,2369,1.0,1
3618,2411,1.0,1
3619,3842,1.0,1
3620,9440,1.0,1
3621,1428,1.0,1
3622,9970,0.5,1
3622,4870,0.5,0
3623,11184,0.5,1
3623,6527,0.5,0
3624,816,1.0,1
3625,7226,1.0,1
3626,6182,1.0,1
3627,1544,1.0,1
3628,5727,1.0,1
3629,10934,1.0,1
3630,4151,1.0,1
3631,1124,1.0,1
3632,8140,1.0,1
3633,4307,1.0,1
3634,2282,1.0,1
3635,91,1.0,1
3636,6562,1.0,1
3637,3043,1.0,1
3638,8546,1.0,1
3639,11152,1.0,1
3640,11812,0.5,1
3640,8979,0.5,0
3641,132,1.0,1
3642,86,1.0,1
3643,4445,1.0,1
3644,2119,1.0,1
3645,4415,1.0,1
3646,865,1.0,1
3647,2144,1.0,1
3648,3261,1.0,1
3649,149,1.0,1
3650,1305,1.0,1
3651,2714,1.0,1
3652,8092,1.0,1
3653,2212,1.0,1
3654,4498,1.0,1
3655,6260,1.0,1
3656,7595,1.0,1
3657,5922,1.0,1
3658,1581,0.333333,1
3658,694,0.333333,0
3658,4641,0.333333,0
3659,8020,1.0,1
3660,870,1.0,1
3661,5667,0.5,1
3661,3284,0.5,0
3662,5591,1.0,1
3663,8925,1.0,1
3664,8845,1.0,1
3665,2278,1.0,1
3666,4136,1.0,1
3667,1619,1.0,1
3668,4159,1.0,1
3669,2323,1.0,1
3670,7590,1.0,1
3671,3064,1.0,1
3672,2220,1.0,1
3673,5924,1.0,1
3674,8912,1.0,1
3675,201,1.0,1
3676,2850,1.0,1
3677,4508,1.0,1
3678,8807,1.0,1
3679,2068,1.0,1
3680,8306,1.0,1
3681,685,1.0,1
3682,9946,1.0,1
3683,5679,1.0,1
3684,9157,1.0,1
3685,8100,1.0,1
3686,11714,1.0,1
3687,11422,1.0,1
3688,3797,1.0,1
3689,2321,1.0,1
3690,2838,1.0,1
3691,7896,1.0,1
3692,10109,0.5,1
3692,10781,0.5,0
3693,1802,1.0,1
3694,4856,1.0,1
3695,9551,1.0,1
3696,5674,1.0,1
3697,10678,1.0,1
3698,2278,1.0,1
3699,10822,1.0,1
3700,2937,1.0,1
3701,5328,1.0,1
3702,12099,1.0,1
3703,6368,1.0,1
3704,7064,1.0,1
3705,254,1.0,1
3706,3875,0.5,1
3706,423,0.5,0
3707,2847,1.0,1
3708,9690,1.0,1
3709,5583,1.0,1
3710,6403,1.0,1
3711,11985,1.0,1
3712,7358,1.0,1
3713,10836,1.0,1
3714,148,1.0,1
3715,2410,0.5,1
3715,5920,0.5,0
3716,3800,1.0,1
3717,10931,1.0,1
3718,5418,1.0,1
3719,6242,1.0,1
3720,7882,1.0,1
3721,5005,1.0,1
3722,6771,0.5,1
3722,5149,0.5,0
3723,2888,1.0,1
3724,9192,1.0,1
3725,10669,1.0,1
3726,11479,1.0,1
3727,1010,1.0,1
3728,6781,1.0,1
3729,9165,1.0,1
3730,9919,1.0,1
3731,10206,1.0,1
3732,4536,1.0,1
3733,6116,1.0,1
3734,6554,0.5,1
3734,9182,0.5,0
3735,8069,1.0,1
3736,10100,1.0,1
3737,726,1.0,1
3738,3956,1.0,1
3739,1033,1.0,1
3740,9209,1.0,1
3741,7785,0.5,1
3741,3610,0.5,0
3742,4614,1.0,1
3743,11390,1.0,1
3744,9414,1.0,1
3745,4899,1.0,1
3746,5754,1.0,1
3747,10343,1.0,1
3748,7205,1.0,1
3749,7759,1.0,1
3750,2810,1.0,1
3751,10772,1.0,1
3752,10543,1.0,1
3753,1669,1.0,1
3754,9365,1.0,1
3755,3003,1.0,1
3756,6946,1.0,1
3757,6024,1.0,1
3758,11655,1.0,1
3759,11571,0.5,1
3759,7154,0.5,0
3760,2769,1.0,1
3761,2576,1.0,1
3762,6280,0.333333,1
3762,7437,0.333333,0
3762,2200,0.333333,0
3763,4392,1.0,1
3764,8274,1.0,1
3765,9352,1.0,1
3766,2180,1.0,1
3767,11299,1.0,1
3768,11986,1.0,1
3769,12052,1.0,1
3770,2205,1.0,1
3771,11017,1.0,1
3772,8310,1.0,1
3773,8350,1.0,1
3774,11867,1.0,1
3775,4145,1.0,1
3776,8810,1.0,1
3777,9281,1.0,1
3778,385,1.0,1
3779,3807,1.0,1
3780,3770,0.5,1
3780,4466,0.5,0
3781,8447,0.5,1
3781,557,0.5,0
3782,10677,0.5,1
3782,3976,0.5,0
3783,5757,1.0,1
3784,9140,1.0,1
3785,11786,1.0,1
3786,3309,1.0,1
3787,3043,1.0,1
3788,11298,1.0,1
3789,7212,1.0,1
3790,7957,1.0,1
3791,5042,1.0,1
3792,3622,1.0,1
3793,8444,1.0,1
3794,9004,1.0,1
3795,438,1.0,1
3796,8774,0.5,1
3796,7481,0.5,0
3797,9171,1.0,1
3798,2592,0.5,1
3798,4592,0.5,0
3799,9802,1.0,1
3800,4311,1.0,1
3801,1224,1.0,1
3802,5845,1.0,1
3803,7277,1.0,1
3804,11554,1.0,1
3805,9165,0.5,1
3805,5806,0.5,0
3806,9760,1.0,1
3807,720,1.0,1
3808,4380,1.0,1
3809,3487,1.0,1
3810,6426,1.0,1
3811,11982,1.0,1
3812,7323,0.5,1
3812,5187,0.5,0
3813,3948,1.0,1
3814,6169,1.0,1
3815,264,1.0,1
3816,3180,1.0,1
3817,3764,1.0,1
3818,9028,1.0,1
3819,8825,1.0,1
3820,11328,1.0,1
3821,4503,1.0,1
3822,11554,1.0,1
3823,542,1.0,1
3824,4682,1.0,1
3825,9472,1.0,1
3826,5426,1.0,1
3827,11016,1.0,1
3828,8240,1.0,1
3829,130,1.0,1
3830,1805,1.0,1
3831,10350,1.0,1
3832,4468,1.0,1
3833,8623,1.0,1
3834,7363,1.0,1
3835,1629,1.0,1
3836,1198,1.0,1
3837,1846,1.0,1
3838,8162,1.0,1
3839,7111,1.0,1
3840,3346,1.0,1
3841,6283,1.0,1
3842,10774,0.5,1
3842,2933,0.5,0
3843,3724,1.0,1
3844,1070,1.0,1
3845,9298,1.0,1
3846,7548,1.0,1
3847,5240,1.0,1
3848,10964,1.0,1
3849,3210,1.0,1
3850,6685,1.0,1
3851,1667,1.0,1
3852,189,1.0,1
3853,10125,1.0,1
3854,8775,1.0,1
3855,4174,1.0,1
3856,9069,1.0,1
3857,6806,1.0,1
3858,9234,1.0,1
3859,9158,1.0,1
3860,2251,1.0,1
3861,10702,1.0,1
3862,1164,1.0,1
3863,2455,1.0,1
3864,8420,1.0,1
3865,12118,1.0,1
3866,6848,1.0,1
3867,6785,1.0,1
3868,12030,1.0,1
3869,8572,1.0,1
3870,256,1.0,1
3871,10197,1.0,1
3872,10408,1.0,1
3873,3340,1.0,1
3874,4006,1.0,1
3875,802,1.0,1
3876,2476,1.0,1
3877,7502,1.0,1
3878,7075,1.0,1
3879,11337,1.0,1
3880,6440,1.0,1
3881,6377,1.0,1
3882,4434,1.0,1
3883,11823,1.0,1
3884,7287,1.0,1
3885,5315,1.0,1
3886,4688,1.0,1
3887,2832,1.0,1
3888,4853,1.0,1
3889,1065,1.0,1
3890,905,1.0,1
3891,11112,1.0,1
3892,10212,1.0,1
3893,8116,1.0,1
3894,7032,1.0,1
3895,1597,0.5,1
3895,3296,0.5,0
3896,6054,1.0,1
3897,1146,1.0,1
3898,8459,1.0,1
3899,2449,1.0,1
3900,8616,1.0,1
3901,8139,1.0,1
3902,11459,1.0,1
3903,6201,1.0,1
3904,5329,1.0,1
3905,3539,1.0,1
3906,3679,0.333333,1
3906,10307,0.333333,0
3906,8203,0.333333,0
3907,11716,1.0,1
3908,6075,1.0,1
3909,5350,1.0,1
3910,636,1.0,1
3911,11413,0.5,1
3911,7066,0.5,0
3912,2131,1.0,1
3913,2088,1.0,1
3914,5855,1.0,1
3915,2758,1.0,1
3916,6791,0.5,1
3916,7242,0.5,0
3917,8182,1.0,1
3918,10684,1.0,1
3919,48,1.0,1
3920,9050,1.0,1
3921,10850,1.0,1
3922,3770,0.5,1
3922,4466,0.5,0
3923,9247,1.0,1
3924,5842,1.0,1
3925,6068,1.0,1
3926,10881,1.0,1
3927,4560,1.0,1
3928,8026,1.0,1
3929,1164,1.0,1
3930,3268,1.0,1
3931,3549,1.0,1
3932,129,1.0,1
3933,9883,1.0,1
3934,2794,1.0,1
3935,3417,1.0,1
3936,6842,1.0,1
3937,4294,0.5,1
3937,7466,0.5,0
3938,8048,1.0,1
3939,11729,1.0,1
3940,3598,1.0,1
3941,10281,1.0,1
3942,10281,1.0,1
3943,7703,1.0,1
3944,4669,0.5,1
3944,6843,0.5,0
3945,6925,0.5,1
3945,2752,0.5,0
3946,9621,1.0,1
3947,7314,1.0,1
3948,3877,1.0,1
3949,11047,1.0,1
3950,6402,1.0,1
3951,10940,1.0,1
3952,4275,1.0,1
3953,11768,1.0,1
3954,2842,1.0,1
3955,5470,1.0,1
3956,5126,1.0,1
3957,987,1.0,1
3958,5083,1.0,1
3959,3043,1.0,1
3960,7522,1.0,1
3961,6535,1.0,1
3962,9863,1.0,1
3963,2629,1.0,1
3964,8123,1.0,1
3965,666,1.0,1
3966,9754,1.0,1
3967,6909,1.0,1
3968,123,1.0,1
3969,1160,1.0,1
3970,7146,1.0,1
3971,8237,1.0,1
3972,5870,1.0,1
3973,3421,1.0,1
3974,8157,1.0,1
3975,10882,1.0,1
3976,2542,1.0,1
3977,12020,1.0,1
3978,7373,1.0,1
3979,11647,0.5,1
3979,6960,0.5,0
3980,527,1.0,1
3981,2322,1.0,1
3982,4966,1.0,1
3983,6645,1.0,1
3984,6495,1.0,1
3985,562,0.5,1
3985,11737,0.5,0
3986,10841,1.0,1
3987,9688,1.0,1
3988,454,1.0,1
3989,9028,0.5,1
3989,10053,0.5,0
3990,10833,1.0,1
3991,5564,1.0,1
3992,10619,1.0,1
3993,44,1.0,1
3994,9627,1.0,1
3995,2356,0.5,1
3995,1020,0.5,0
3996,3238,0.5,1
3996,9005,0.5,0
3997,10679,1.0,1
3998,11153,1.0,1
3999,5267,1.0,1
4000,11678,1.0,1
4001,11694,1.0,1
4002,8192,1.0,1
4003,1571,1.0,1
4004,2806,0.5,1
4004,5081,0.5,0
4005,6466,1.0,1
4006,11825,1.0,1
4007,9633,1.0,1
4008,5021,1.0,1
4009,7090,1.0,1
4010,8240,1.0,1
4011,3274,1.0,1
4012,1315,1.0,1
4013,9555,0.5,1
4013,5806,0.5,0
4014,9901,1.0,1
4015,11849,1.0,1
4016,5126,1.0,1
4017,9953,1.0,1
4018,475,1.0,1
4019,6951,1.0,1
4020,11761,1.0,1
4021,4264,1.0,1
4022,6009,1.0,1
4023,10908,0.25,1
4023,8127,0.25,0
4023,3448,0.25,0
4023,1886,0.25,0
4024,6783,1.0,1
4025,2729,1.0,1
4026,3560,1.0,1
4027,3553,1.0,1
4028,810,1.0,1
4029,6987,1.0,1
4030,7868,1.0,1
4031,1413,1.0,1
4032,2651,1.0,1
4033,10822,1.0,1
4034,1690,1.0,1
4035,10369,1.0,1
4036,281,1.0,1
4037,4796,1.0,1
4038,9568,1.0,1
4039,8276,1.0,1
4040,7843,1.0,1
4041,8695,1.0,1
4042,3533,1.0,1
4043,5192,1.0,1
4044,9072,1.0,1
4045,430,1.0,1
4046,9867,1.0,1
4047,1791,1.0,1
4048,696,1.0,1
4049,8505,1.0,1
4050,5474,1.0,1
4051,8581,1.0,1
4052,6054,1.0,1
4053,6115,1.0,1
4054,4376,1.0,1
4055,6179,1.0,1
4056,3265,0.5,1
4056,11591,0.5,0
4057,2737,1.0,1
4058,8720,1.0,1
4059,4043,1.0,1
4060,7600,1.0,1
4061,8412,1.0,1
4062,6292,1.0,1
4063,10622,1.0,1
4064,4094,1.0,1
4065,6283,1.0,1
4066,1146,1.0,1
4067,4541,0.333333,1
4067,1975,0.333333,0
4067,9282,0.333333,0
4068,4505,1.0,1
4069,107,1.0,1
4070,1941,1.0,1
4071,1885,1.0,1
4072,4049,1.0,1
4073,11427,1.0,1
4074,11393,1.0,1
4075,283,1.0,1
4076,9500,1.0,1
4077,2967,1.0,1
4078,8944,1.0,1
4079,342,1.0,1
4080,10681,1.0,1
4081,7314,1.0,1
4082,5243,1.0,1
4083,1480,1.0,1
4084,4093,1.0,1
4085,6067,1.0,1
4086,9489,1.0,1
4087,9321,1.0,1
4088,3249,1.0,1
4089,7280,1.0,1
4090,9813,1.0,1
4091,2378,1.0,1
4092,6903,1.0,1
4093,9335,1.0,1
4094,11368,1.0,1
4095,9557,1.0,1
4096,5942,1.0,1
4097,3150,1.0,1
4098,5426,1.0,1
4099,1519,1.0,1
4100,5285,1.0,1
4101,3536,1.0,1
4102,9618,1.0,1
4103,1344,1.0,1
4104,363,1.0,1
4105,7148,1.0,1
4106,2999,1.0,1
4107,3907,1.0,1
4108,524,1.0,1
4109,3343,1.0,1
4110,11656,1.0,1
4111,1551,1.0,1
4112,659,1.0,1
4113,8804,1.0,1
4114,896,0.5,1
4114,6814,0.5,0
4115,6389,1.0,1
4116,2838,1.0,1
4117,435,1.0,1
4118,1604,1.0,1
4119,9319,1.0,1
4120,11359,1.0,1
4121,5764,1.0,1
4122,2627,1.0,1
4123,5885,1.0,1
4124,9165,0.5,1
4124,2263,0.5,0
4125,5966,1.0,1
4126,3024,1.0,1
4127,6761,1.0,1
4128,5707,1.0,1
4129,6416,1.0,1
4130,3891,1.0,1
4131,7624,1.0,1
4132,6064,1.0,1
4133,10168,1.0,1
4134,8797,1.0,1
4135,4261,1.0,1
4136,10255,1.0,1
4137,6413,1.0,1
4138,9028,1.0,1
4139,5868,1.0,1
4140,1802,1.0,1
4141,2736,1.0,1
4142,7579,1.0,1
4143,7695,1.0,1
4144,2644,1.0,1
4145,11049,1.0,1
4146,10141,1.0,1
4147,1081,0.166667,1
4147,3110,0.166667,0
4147,6679,0.166667,0
4147,2665,0.166667,0
4147,326,0.166667,0
4147,10456,0.166667,0
4148,7540,1.0,1
4149,8164,1.0,1
4150,8316,1.0,1
4151,356,1.0,1
4152,8131,1.0,1
4153,991,1.0,1
4154,2256,1.0,1
4155,6791,0.5,1
4155,7242,0.5,0
4156,161,1.0,1
4157,9349,1.0,1
4158,8439,1.0,1
4159,6621,1.0,1
4160,10166,1.0,1
4161,10742,1.0,1
4162,7957,1.0,1
4163,5816,1.0,1
4164,5396,1.0,1
4165,2787,1.0,1
4166,10834,1.0,1
4167,7609,0.5,1
4167,4360,0.5,0
4168,5731,1.0,1
4169,5816,1.0,1
4170,4141,1.0,1
4171,2244,1.0,1
4172,5981,1.0,1
4173,6782,1.0,1
4174,7527,1.0,1
4175,9487,1.0,1
4176,3502,1.0,1
4177,8283,1.0,1
4178,6552,1.0,1
4179,10773,1.0,1
4180,4626,1.0,1
4181,5295,1.0,1
4182,1864,1.0,1
4183,11404,1.0,1
4184,9573,1.0,1
4185,138,1.0,1
4186,6315,1.0,1
4187,5082,1.0,1
4188,2562,1.0,1
4189,6553,1.0,1
4190,7052,1.0,1
4191,6948,1.0,1
4192,2508,1.0,1
4193,9028,1.0,1
4194,6791,1.0,1
4195,5307,1.0,1
4196,11036,1.0,1
4197,9165,0.5,1
4197,179,0.5,0
4198,8818,1.0,1
4199,9245,1.0,1
4200,4403,1.0,1
4201,9442,1.0,1
4202,1955,1.0,1
4203,8521,1.0,1
4204,1562,1.0,1
4205,4847,1.0,1
4206,5464,1.0,1
4207,1294,1.0,1
4208,1786,1.0,1
4209,7553,1.0,1
4210,7524,1.0,1
4211,3538,1.0,1
4212,2073,1.0,1
4213,6283,1.0,1
4214,7914,1.0,1
4215,9778,1.0,1
4216,6152,1.0,1
4217,4494,1.0,1
4218,8219,1.0,1
4219,6528,1.0,1
4220,5098,1.0,1
4221,9497,1.0,1
4222,5400,1.0,1
4223,4234,1.0,1
4224,6879,1.0,1
4225,5098,1.0,1
4226,7492,1.0,1
4227,9269,1.0,1
4228,8893,1.0,1
4229,6835,1.0,1
4230,2155,1.0,1
4231,3621,1.0,1
4232,3473,1.0,1
4233,7559,0.5,1
4233,5647,0.5,0
4234,3648,1.0,1
4235,2169,1.0,1
4236,9787,1.0,1
4237,7522,1.0,1
4238,4704,1.0,1
4239,3838,1.0,1
4240,237,1.0,1
4241,6769,1.0,1
4242,3940,1.0,1
4243,6410,1.0,1
4244,4010,1.0,1
4245,8421,1.0,1
4246,2992,1.0,1
4247,10872,1.0,1
4248,5568,1.0,1
4249,5320,1.0,1
4250,10857,1.0,1
4251,2788,1.0,1
4252,5746,1.0,1
4253,11187,0.5,1
4253,11327,0.5,0
4254,9495,1.0,1
4255,911,1.0,1
4256,2092,1.0,1
4257,3193,0.5,1
4257,5102,0.5,0
4258,7002,0.333333,1
4258,11096,0.333333,0
4258,4985,0.333333,0
4259,8282,1.0,1
4260,1961,1.0,1
4261,2606,1.0,1
4262,6529,1.0,1
4263,12052,1.0,1
4264,9216,1.0,1
4265,10296,1.0,1
4266,2363,1.0,1
4267,3997,1.0,1
4268,11203,1.0,1
4269,6468,1.0,1
4270,1752,1.0,1
4271,6736,1.0,1
4272,11628,1.0,1
4273,11776,0.5,1
4273,1856,0.5,0
4274,1471,1.0,1
4275,11511,1.0,1
4276,10733,1.0,1
4277,8785,1.0,1
4278,5546,1.0,1
4279,10404,1.0,1
4280,90,0.5,1
4280,837,0.5,0
4281,3396,1.0,1
4282,8095,1.0,1
4283,11276,1.0,1
4284,2712,1.0,1
4285,1292,0.5,1
4285,5865,0.5,0
4286,10515,1.0,1
4287,5976,1.0,1
4288,1535,1.0,1
4289,7957,1.0,1
4290,6625,0.5,1
4290,10065,0.5,0
4291,7080,1.0,1
4292,11727,1.0,1
4293,1191,1.0,1
4294,6831,1.0,1
4295,1529,1.0,1
4296,3252,1.0,1
4297,7673,1.0,1
4298,1929,1.0,1
4299,398,1.0,1
4300,7491,1.0,1
4301,2264,0.5,1
4301,8458,0.5,0
4302,8612,1.0,1
4303,8688,1.0,1
4304,4415,1.0,1
4305,5126,1.0,1
4306,12117,1.0,1
4307,5126,1.0,1
4308,562,0.5,1
4308,11737,0.5,0
4309,4834,1.0,1
4310,3114,1.0,1
4311,5764,1.0,1
4312,8973,1.0,1
4313,5694,1.0,1
4314,5670,1.0,1
4315,10697,1.0,1
4316,5582,1.0,1
4317,4053,0.5,1
4317,6549,0.5,0
4318,4467,1.0,1
4319,10301,0.2,1
4319,10294,0.2,0
4319,10292,0.2,0
4319,10300,0.2,0
4319,10290,0.2,0
4320,1021,0.5,1
4320,2578,0.5,0
4321,7445,1.0,1
4322,11579,1.0,1
4323,7585,1.0,1
4324,7491,1.0,1
4325,9715,1.0,1
4326,7594,1.0,1
4327,1277,1.0,1
4328,10349,1.0,1
4329,2109,1.0,1
4330,2180,1.0,1
4331,1303,1.0,1
4332,3653,1.0,1
4333,3532,1.0,1
4334,5508,1.0,1
4335,7219,1.0,1
4336,7724,0.5,1
4336,11482,0.5,0
4337,9910,1.0,1
4338,633,1.0,1
4339,9836,1.0,1
4340,376,1.0,1
4341,2644,1.0,1
4342,11414,1.0,1
4343,7717,1.0,1
4344,9128,1.0,1
4345,11172,1.0,1
4346,6873,0.5,1
4346,3051,0.5,0
4347,3821,0.5,1
4347,9322,0.5,0
4348,6526,1.0,1
4349,5317,1.0,1
4350,3082,1.0,1
4351,6665,1.0,1
4352,10119,1.0,1
4353,1822,1.0,1
4354,9939,1.0,1
4355,97,1.0,1
4356,10010,1.0,1
4357,4956,1.0,1
4358,724,1.0,1
4359,5805,1.0,1
4360,2043,1.0,1
4361,11623,1.0,1
4362,221,1.0,1
4363,3156,0.5,1
4363,5673,0.5,0
4364,3982,1.0,1
4365,10203,1.0,1
4366,3048,1.0,1
4367,5219,1.0,1
4368,1575,1.0,1
4369,4169,1.0,1
4370,8958,1.0,1
4371,6791,1.0,1
4372,6248,1.0,1
4373,1233,1.0,1
4374,179,1.0,1
4375,6157,1.0,1
4376,5126,1.0,1
4377,4091,1.0,1
4378,239,1.0,1
4379,3142,1.0,1
4380,8127,1.0,1
4381,9165,1.0,1
4382,3098,1.0,1
4383,5483,1.0,1
4384,9491,1.0,1
4385,10594,1.0,1
4386,1452,1.0,1
4387,4000,1.0,1
4388,10367,1.0,1
4389,7458,1.0,1
4390,10985,1.0,1
4391,1295,1.0,1
4392,3202,1.0,1
4393,2796,1.0,1
4394,4017,1.0,1
4395,3303,1.0,1
4396,2636,1.0,1
4397,2667,1.0,1
4398,8161,1.0,1
4399,4475,0.333333,1
4399,1591,0.333333,0
4399,3170,0.333333,0
4400,10192,1.0,1
4401,1626,1.0,1
4402,5852,1.0,1
4403,11232,1.0,1
4404,9651,0.5,1
4404,10335,0.5,0
4405,4593,1.0,1
4406,11977,1.0,1
4407,2119,1.0,1
4408,10857,1.0,1
4409,91,1.0,1
4410,8884,1.0,1
4411,2326,1.0,1
4412,4519,1.0,1
4413,1494,1.0,1
4414,10102,1.0,1
4415,10361,1.0,1
4416,9187,1.0,1
4417,1571,1.0,1
4418,4346,1.0,1
4419,8691,1.0,1
4420,6565,1.0,1
4421,683,1.0,1
4422,10979,0.5,1
4422,11908,0.5,0
4423,5461,1.0,1
4424,9265,1.0,1
4425,12058,1.0,1
4426,4363,1.0,1
4427,7920,1.0,1
4428,177,1.0,1
4429,9148,1.0,1
4430,11317,1.0,1
4431,1281,1.0,1
4432,6279,1.0,1
4433,5779,1.0,1
4434,3845,1.0,1
4435,9898,1.0,1
4436,9742,1.0,1
4437,7740,1.0,1
4438,581,0.5,1
4438,2975,0.5,0
4439,2181,1.0,1
4440,322,1.0,1
4441,11472,1.0,1
4442,351,1.0,1
4443,5126,1.0,1
4444,3679,0.333333,1
4444,4438,0.333333,0
4444,10307,0.333333,0
4445,4190,1.0,1
4446,2079,1.0,1
4447,10131,1.0,1
4448,8421,1.0,1
4449,2641,1.0,1
4450,7338,1.0,1
4451,6824,1.0,1
4452,8804,1.0,1
4453,11044,1.0,1
4454,3783,1.0,1
4455,2277,1.0,1
4456,1923,1.0,1
4457,1389,1.0,1
4458,3307,1.0,1
4459,4315,1.0,1
4460,4333,1.0,1
4461,7940,1.0,1
4462,11299,1.0,1
4463,3177,1.0,1
4464,4192,1.0,1
4465,1167,1.0,1
4466,6431,1.0,1
4467,7596,1.0,1
4468,3053,1.0,1
4469,1469,1.0,1
4470,3351,1.0,1
4471,4952,0.5,1
4471,3111,0.5,0
