developer_key,developer_name
9149,Spoonweaver
9150,Spoony Bard Productions
9151,SporkTank
9152,Sporty Peppers
9153,Spotted Kiwi Interactive
9154,Spreadable Fruit Games
9155,Springloaded
9156,Sprite Hills
9157,Sprouting Potato
9158,Sprovieri Games
9159,Spry Fox
9160,Spunge Games Pty Ltd
9161,Spynosa Studio
9162,Spyridon Thalassinos
9163,Spytihněv
9164,"Squanch Games, Inc."
9165,Square Enix
9166,Square Glade Games
9167,Square One Games Inc.
9168,Square Weasel Studio
9169,Square Wheel
9170,SquareAnon
9171,SquarePlay Games
9172,Squashed Newt
9173,Squeaky Wheel Studio Inc
9174,Squid Developer
9175,Squiddershins
9176,Squidlit Ink.
9177,Squido Studio
9178,Squidpunch Studios
9179,Squish-Fish Games
9180,Squishy Games
9181,Srio VR Studio
9182,SsmA
9183,Stackpack Games
9184,Stacks:Engine
9185,Stage Clear Studios
9186,Stage Games
9187,Stage Games Inc.
9188,Stairway Games
9189,Stakhanov G Inc.
9190,"Stalwart Games, LLC"
9191,Standable
9192,Stanislaw Truchowski
9193,Stanley Creative
9194,Staples VR
9195,StaplesVR
9196,Stapleton
9197,Star & Moon Romance
9198,Star Dragon
9199,Star Drifters
9200,Star Losvice
9201,Star Shell
9202,Star Vault AB
9203,StarByte
9204,StarCo Interactive
9205,StarInfidel
9206,StarMatrix Labs
9207,Starbit Light
9208,Starbreeze Studios
9209,Starcolt
9210,Stardock
9211,Stardock Entertainment
9212,Starfield Gaming
9213,Starlight Genesis Studios
9214,Starlight Studios Games
9215,StarlightTree Games
9216,Starlike Inc.
9217,Starlit Castle
9218,Starmage
9219,Starmyth
9220,Starni Games
9221,Starry Seaweed Game Studio Ltd.
9222,Starship Studio
9223,Starstrike Studios
9224,Starstruck Games
9225,Start Games
9226,Startale Games
9227,StarvingFox Studio
9228,Stas Paty9mkin
9229,Stas Shostak
9230,State of Play
9231,Stately Snail
9232,Statera Studio
9233,Static City Games
9234,Static Wild
9235,StaticSpring
9236,Statto Software
9237,Status Void Interactive
9238,StatusPRO Inc
9239,Stave Studios
9240,Ste's Project
9241,Stealfy
9242,Steamberry Studio
9243,Steamroller Studios
9244,Steel Arts Software
9245,Steel City Interactive
9246,Steel Sky Productions
9247,Steel Wool Studios
9248,Steel and Bone Team
9249,Steelkrill Studio
9250,Steelpan Interactive
9251,Stefan Fleischer
9252,Stefan Kelnberger
9253,Stefano Mazzotta (Il Sui)
9254,Steffen Nyeland
9255,Stelex Software
9256,Stellar Entertainment
9257,Stellar Entertainment Limited
9258,Stellar Sage Games
9259,Stellar Seas Studio
9260,StellarXiela
9261,Stepan Sheygas
9262,Stepan Vakhtin
9263,Stephan Venhryn
9264,Stephanie Senjuty Bartsch
9265,Stephen Hubbard
9266,Stephen Joseph
9267,Stephen Walton
9268,Steppe Games
9269,Steppe Hare Studio
9270,Steve Gal
9271,Steve O'Gorman
9272,Steve Reynolds
9273,Steve Weinrich
9274,Steve Welz
9275,SteveClay
9276,Steven G. Chinn
9277,Steven Willmott
9278,StewardMelvinTang
9279,Stikcy Games
9280,Still Not Sure
9281,Still Running
9282,Sting
9283,Stirling Games
9284,Stoked Sloth Interactive
9285,Stone Crow Games
9286,Stone Lantern Games
9287,Stone/Spark Games
9288,StoneTide Entertainment
9289,Stonewheat & Sons
9290,Stop-TussiN
9291,Stork Game
9292,Storm Dain Productions
9293,Storm Trident S.A.
9294,Storm in a Teacup
9295,Stormcloud Games Limited
9296,Stormcrest Games
9297,Stormfront Studios
9298,Stormind Games
9299,Stormling Studios
9300,Story Fort LLC
9301,Storybird Studio
9302,Storycentric Worlds
9303,Stove Studio
9304,Straight Back Games
9305,Strandline Games
9306,Stranga Games
9307,Strange Games Studios
9308,Strange Journey
9309,Strange Scaffold
9310,Strange_Indie_Team
9311,Strategic Designs Ltd.
9312,Strategic Simulations
9313,Strategic Thinking LLC
9314,Strategy 3 Tactics
9315,Strategy Forge S.A.
9316,Strategy Game Studio
9317,Strategy Labs
9318,Strategy Mill
9319,Stratera Games
9320,Stray Bombay
9321,Stray Fawn Studio
9322,Stray Kite Studios
9323,Stream studio
9324,Streamline Games
9325,Street Art Studios
9326,Strelka Games
9327,Stress Level Zero
9328,Streum On Studio
9329,Strides Interactive Game Studio
9330,Striking Distance Studios
9331,Strobetano
9332,Stroboskop
9333,"Strongkid, LLC"
9334,Struct9
9335,Strudio Company
9336,Stuart Mackereth
9337,Stuart Spence
9338,Stubby Games
9339,Student team of Korea Vocational College of Information and Technology (Republic of Korea)
9340,Studio 46
9341,Studio 9.7
9342,Studio 90
9343,Studio AWE
9344,Studio Aesthesia
9345,Studio Amateur
9346,Studio Aurum
9347,Studio Bean
9348,Studio Biest
9349,Studio Bravarda
9350,Studio Burning Eyes
9351,Studio Centurion
9352,Studio Chien d'Or
9353,Studio Chili
9354,Studio Clangore
9355,Studio Daimon
9356,Studio Doodal
9357,Studio Erikson
9358,Studio Evil
9359,"Studio FANACCI Co., Ltd."
9360,Studio Fawn
9361,Studio Fizbin
9362,Studio Floris Kaayk
9363,Studio Frostbit
9364,Studio Gamebit
9365,Studio Goya
9366,Studio Guirdy
9367,Studio HK
9368,Studio Heart Engine
9369,Studio Huckepack
9370,Studio Inkyfox
9371,Studio Inward
9372,Studio Kit
9373,Studio Klondike Australia
9374,Studio Koba
9375,Studio Koprol
9376,Studio Kraken
9377,Studio Ly
9378,Studio Moondowner
9379,Studio Namaapa
9380,Studio Nevermore
9381,Studio Nightcap
9382,Studio Nisse LLC
9383,Studio Oleomingus
9384,Studio PICO
9385,Studio Pixel
9386,Studio Pixel Punk
9387,Studio Sai
9388,Studio Saizensen
9389,"Studio Saizensen Co., Ltd."
9390,Studio Seufz
9391,Studio Six
9392,Studio Sterneck
9393,Studio Supersoft
9394,Studio Terranova
9395,Studio Thunderhorse
9396,Studio Voyager
9397,Studio Whip
9398,Studio Z 3D
9399,Studio [notes.]
9400,Studio spektar
9401,Studio Élan
9402,Studio.QT
9403,Studio2760
9404,Studio94RTP
9405,StudioDobby
9406,StudioGIW
9407,StudioGoupil
9408,StudioNAZE
9409,StudioS
9410,StudioTwilight
9411,StudioYoshiko
9412,Studios iLLOGIKA
9413,Studwell
9414,Study Bunny Games LLC
9415,Stuffed Wombat
9416,Stun Games
9417,Stunlock Studios
9418,StupidSimulators
9419,Stylized Indie Games
9420,Stéphane Bottin
9421,SuQing
9422,SuR ENTERTAINMENT
9423,Subdream Studios
9424,Subfrost Interactive AB
9425,Subliminal
9426,Subsoap
9427,Substance Games
9428,Subworld
9429,Succubella Games
9430,Succubus Diary
9431,SufferSoft
9432,Sugar Games
9433,Sugar Rush Studios
9434,Suits & Sandals
9435,Sujikon
9436,SukeraSomero
9437,SukeraSparo
9438,SulMatul
9439,Sumalab
9440,Summerfall Studios
9441,Summitsphere
9442,Sumo Digital
9443,Sumo Digital Academy
9444,Sumo Digital Ltd
9445,Sunamii
9446,Sunblink
9447,Sunburst Studio
9448,Suncats
9449,Suncrash
9450,Sundae Month
9451,Sunday Akor
9452,Sunday's Games
9453,Sundew Studios
9454,Sundoe
9455,Sunflo Labs
9456,Sungame Studio
9457,Sungazer Software LLC
9458,SungjunJo
9459,Sunhead Games
9460,Sunna Entertainment
9461,Sunny Nights
9462,Sunnyside Games
9463,Sunpeak Games
9464,Sunseeker Games
9465,Sunset Arctic Games
9466,Sunset Division
9467,Sunset Dreamland
9468,SunshineOvercast
9469,"Sunstorm Interactive, Inc."
9470,Sunward Games
9471,Sunwolf Entertainment
9472,Super Mega Team
9473,Super Pixel Games
9474,Super Sexy Software
9475,Super Spin Digital
9476,Super Systems Softworks
9477,SuperBlast
9478,SuperPAC
9479,SuperSane Games
9480,SuperSixStudios
9481,Superacid
9482,Superbrothers
9483,"Supercombo, Inc."
9484,Supercube
9485,Superflat
9486,Supergalactiс Gamedev
9487,Supergiant Games
9488,Supergonk
9489,Superkami
9490,Superluminal Cat
9491,Supermassive Games
9492,Supernature Studio
9493,Supernice
9494,Supernova Games
9495,Superstatic
9496,Superstring
9497,Supra Games
9498,Supreme Gauntlet Games
9499,Sureksu Games
9500,Suricate Software
9501,Surprising Studio
9502,Survios
9503,Sushi_soft
9504,Suzaku
9505,Svavelstickan
9506,Sven Kröber
9507,Sven Neumann
9508,Svyatoslav Burobin
9509,Swag Soft Holdings Pte Ltd
9510,Swallowed Sun Pty Ltd
9511,Swamp Scarecrow Games
9512,Swan
9513,SwappApps
9514,Swaps4 Productions
9515,Sweaty Chair
9516,Sweet Bandits Studios
9517,SweetPea
9518,Swell Games LLC
9519,Switchback Studio
9520,Sword & Axe LLC
9521,Sydney Fonderie - Engineer
9522,Sylen Studio
9523,Sylph
9524,Sylvan Studios LLC
9525,Sylvie
9526,Sylwester Osik
9527,Symbolic Software
9528,Symfonim
9529,Symphonic Games
9530,Symphony of Death Games
9531,Syndrome Entertainment
9532,Syndrome interactive
9533,Synetic GmbH
9534,Synth Software LLC
9535,Synthetic Domain
9536,Synthetic Vector Studios
9537,Sysiac Games
9538,Sysreb Games
9539,System Erasure
9540,Systemic Reaction™
9541,"Systemsoft beta, Inc."
9542,Syun-kan Flowlighter
9543,Sørb
9544,T-Bull
9545,T-Hex
9546,"T-Time Technology CO., LTD."
9547,T.F. Wright
9548,T.H.L Games
9549,T.LEE
9550,T0 STUDIO
9551,T19 Games
9552,T3Entertainment
9553,TA Publishing
9554,TAG Studio
9555,TAITO CORP.
9556,TAKE×0FF
9557,"TALESSHOP Co., Ltd."
9558,TAMSOFT CORPORATION
9559,TARO
9560,TAS Systems Corp
9561,TB Games
9562,TBGS Indie Studio
9563,TCP Studios
9564,TCS Production
9565,TD Games
9566,TDO Games
9567,TEAM Black Hat Robot
9568,TECHHOME
9569,TECOPARK
9570,TEGA Studio
9571,TEKNOSOFT
9572,TEMPER
9573,TERARIN GAMES
9574,TERNOX
9575,TFL Games
9576,TGM
9577,THE BROTHERHOOD
9578,THE PARASIGHT
9579,THIRTEENDAYS
9580,THQ Nordic
9581,TIKIPOD
9582,TJ Richardson
9583,TJIS Record
9584,TLR Games
9585,TLYPUB
9586,TM xR Lab
9587,TMA Games LLC
9588,TMAS
9589,TML-Studios
9590,TNgineers
9591,TOITAN
9592,TOKYOTOON
9593,TOMO CAMP
9594,TOPERUS
9595,"TOSE CO., LTD."
9596,TOTATO
9597,TOYBOX
9598,TPP Studio
9599,TRAGsoft
9600,TREBUCHET
9601,TREE Industries
9602,TROLL STUDIOS
9603,TSRS
9604,TSUKURITE.
9605,TSUKUYOMIC
9606,TT Games
9607,TTeokLeaf
9608,TUMBLEWEEDJP
9609,TUNIC Team
9610,TUTGame
9611,TW Potato
9612,TWO B SOFT
9613,TXC
9614,TYPE-MOON
9615,Taavi Teemaa
9616,Tab Games
9617,Tabbing Tabby
9618,Table 9 Studio
9619,Tabletop Tech
9620,Tactic Studios Inc.
9621,Tactical Adventures
9622,Tactical Air Horse
9623,Tactical Mayhem Realms
9624,Tacty Studio
9625,Tad Cordle
9626,Tag of Joy
9627,Tahoe Games
9628,Taichi Games
9629,Tails Games
9630,Tainted Games
9631,Tainted Pact
9632,Take IT Studio!
9633,Take Toad
9634,TakeThem.Games
9635,TakeThem.Games (Creative)
9636,Takeover Studios
9637,Takumi Abe
9638,TaleHammer
9639,TaleWorlds Entertainment
9640,Talentless Person Games
9641,Tales of a New World Games
9642,Talha Emre Gülap
9643,Talha Kaya
9644,Talia bob Mair
9645,Talismanic Entertainment
9646,Tall Guy Productions
9647,Tall Story Games Ltd
9648,Tall Troll Games
9649,TallRoad Studio
9650,Tallbeard Studios LLC
9651,Talpa Games
9652,Talpidae
9653,Talvisota Team
9654,Tamatin Entertainment
9655,Tambouille
9656,Tameem Hamoui
9657,Tampered Evidence LLC
9658,Tamsoft
9659,Tamás Árva
9660,Tango Gameworks
9661,Tantalus Media
9662,Tanuki Creative Studio
9663,Tanuki Game Studio
9664,Tanuki-sama Studios
9665,TaosX
9666,TapBlaze
9667,TapHazard Games
9668,Tarakan Game Studio
9669,Taranasus
9670,Tarba Paul Cornel
9671,Targon Studios
9672,Tarsier Studios
9673,TashiKani
9674,Tatamibeya 畳部屋
9675,Tate Multimedia
9676,Tater Games
9677,"Tatsujin Co., Ltd."
9678,Taueon
9679,Taxincrease
9680,Tay
9681,Tayanna Studios
9682,Tayfun Tuna
9683,Taylor Hatton
9684,Taylor McCue
9685,Taylor Thomas
9686,Tazdraperm
9687,Tbjbu2
9688,Tbjbu2 Originals
9689,Tea Monster Games
9690,TeaForTwo
9691,Teagher Studio
9692,Team Actors
9693,Team Alman
9694,Team BPXI
9695,Team Bapy
9696,Team Bewitched
9697,Team Break
9698,Team Californium
9699,Team Chex Quest HD
9700,Team Corn Field
9701,Team Curiosity ✦
9702,Team Decaf
9703,Team DigitalMind
9704,Team Dogpit
9705,Team Dreamstate
9706,Team EARTHWARS
9707,Team Egghead
9708,Team Eonian
9709,Team Eye 4 Eye
9710,Team Fortune
9711,Team Fractal Alligator
9712,Team Fray
9713,Team GZ
9714,Team Game
9715,Team Grybanser Fox
9716,Team Hindsight
9717,Team Instant Defeat
9718,Team K
9719,Team KARPETTI
9720,Team KwaKwa
9721,Team L.U.R.Id Glow
9722,Team Ladybug
9723,Team Lazerbeam
9724,Team Lumba
9725,Team Machiavelli
9726,Team Meat
9727,Team Modernator
9728,Team Monkey
9729,Team One Ship
9730,Team Ooze
9731,Team Panoptes
9732,Team PayAttention
9733,Team RUN
9734,Team Ranger
9735,Team Rat Vibes
9736,Team Recharge
9737,Team Reptile
9738,Team Rez
9739,Team SNEED
9740,Team SWAT
9741,Team Salvato
9742,Team Samoyed
9743,Team Scynix
9744,Team Simona
9745,Team Slippers
9746,Team Soda
9747,Team Sorcerobe
9748,Team Teal
9749,Team Terrible
9750,Team Tetrapod
9751,Team Thieves
9752,Team UWU
9753,Team Unmanagable
9754,Team WIBY
9755,Team Yokkyufuman
9756,Team Zom Nom
9757,Team Zutsuu
9758,Team dimension
9759,Team17
9760,Team17 Digital
9761,Team6 Game Studios
9762,Team9
9763,TeamHen
9764,TeamKRAMA
9765,TeamSuneat
9766,Team_Bug
9767,Team_UnderBar
9768,TecHNQ Studio inc
9769,TechGameHouse
9770,Techcast
9771,Techland
9772,Technical Troupers
9773,TechnoTal
9774,Technologies&Simulators
9775,Technomancy Studios
9776,Technopop
9777,Teddy Gandon
9778,Tegridy Made Games
9779,Telefix Productions
9780,Telegmatic
9781,Teleopsia Games
9782,Teleport Games
9783,Teleporter Realities Inc.
9784,Telltale Games
9785,Temmie
9786,Tempel 1 Studio
9787,Temple Gates Games
9788,Tempus Studios
9789,Tenami
9790,Tenbirds
9791,Tenco
9792,Tender Claws
9793,"TendoGames Co., Ltd."
9794,Teneke Kafalar
9795,Tengsten
9796,Tengukaze Studio
9797,TenkaiGames
9798,Tense Games
9799,TensionSplice
9800,Tentworks Interactive
9801,Tephra Company
9802,Tequilabyte Studio
9803,Terad Games
9804,Terafall: Survival
9805,Terapoly
9806,Teridax
9807,"Termeno, s.r.o."
9808,Terminal Reality
9809,Terminist Arcade
9810,Tero Lunkka
9811,Terri
9812,Terri Vellmann
9813,Terrible Posture Games
9814,Terrible Toybox
9815,Terror Dog Studio
9816,Terryble Interactive
9817,TetraScope
9818,Texelworks
9819,Teyon
9820,ThanaThan
9821,Thap Tam
9822,That Auzzie
9823,That Fish
9824,That Indie Studio
9825,That Other Fish
9826,That's Not A Game LLC
9827,The 25th Studio
9828,The 45th Division
9829,The Alekon Company
9830,The Artistocrats
9831,The Bearded Ladies
9832,The Big Studio
9833,The Binary Mill
9834,The Bworg
9835,The Cat Hive Developers
9836,The Chinese Room
9837,The Cleanup Kings LLC
9838,The Coalition
9839,The Creator Workgroup
9840,The Deep End Games
9841,The Droplet Studio
9842,The Elephant Crew
9843,The EpicLore
9844,The Evergloom Team
9845,The Farm 51
9846,The Firebrand of Phoenix
9847,The Fox Knocks
9848,The Fox Software
9849,The Game Bakers
9850,The Game Band
9851,The Game Kitchen
9852,The Game Production Company
9853,The Handsome Mesh
9854,The Human Beings
9855,The Impossible Object
9856,The Island Games
9857,The Knights of Unity
9858,The Last Developer
9859,The Learning Company
9860,The Lemur Conspiracy
9861,The Lost Truth Media
9862,The Men Who Wear Many Hats
9863,The Molasses Flood
9864,The Moonwalls
9865,The NR
9866,The Nextdoor Developer
9867,The Nightmare Jar
9868,The Nostalgic Developer
9869,The Outer Zone
9870,The Outsiders
9871,The Pack Studios
9872,The Periodic Group
9873,The Pixel Hunt
9874,The Pixel Mine Ltd
9875,The Purge Man
9876,The Quadsphere
9877,The Scholastics
9878,The Secret Games Company
9879,The Sheep's Meow
9880,The Singleton Foundation
9881,The Sixth Hammer
9882,The Software Refinery
9883,The Spiteful Games
9884,The Stonebot Studio
9885,The Strategy Game Studio
9886,The Superweaks
9887,The Swordman Studio
9888,The Truthtellers
9889,The Two Killer
9890,The Two Ravens
9891,The Unknown Machine
9892,The Vectromirror Initiative
9893,The Wandering Band LLC
9894,The Water Museum
9895,The Wild Gentlemen
9896,The Worst of Friends
9897,The Zoo
9898,The-Mark Entertainment
9899,The2Dude
9900,TheAmanStudios
9901,TheBluePenguin
9902,TheBoys
9903,TheDollarGameStore
9904,TheGrandestine
9905,TheGrumpyGameDev
9906,TheLiquidHorse
9907,Theago Liddell
9908,Thedox Games
9909,Themis digital entertainment Co.
9910,Themisian
9911,Thera Bytes GmbH
9912,These Are The Good Games
9913,Theseus Games
9914,Theta Division
9915,Thetis Games
9916,Thetis Games and Simulators
9917,Thi Tran
9918,Thierry Ferreira
9919,Thin Line
9920,ThinKING Cat Games
9921,Thing Trunk
9922,Things For Humans
9923,Thinice Games
9924,Think Tank Decoy Software LLC
9925,ThinkingStars
9926,Thinkofname
9927,Third Sphere Game Studios
9928,Third Spirit Games
9929,Third World Productions
9930,ThirdPixel Interactive
9931,"Thirdverse, Co., Ltd."
9932,ThirstyGuysStudios
9933,ThirtysixLab
9934,Tholus
9935,Thomas Biskup
9936,Thomas Bowker
9937,Thomas Chia
9938,Thomas Förg Media
9939,Thomas Happ Games LLC
9940,Thomas K. Young
9941,Thomas Lock
9942,Thomas Mackinnon
9943,Thomas Moon Kang
9944,Thomas Olsson
9945,Thomas Porta
9946,Thomas Van Bouwel
9947,Thomas Waterzooi
9948,ThorHighHeels
9949,Thorium
9950,Thorium Game Lab
9951,Thousand Games
9952,Threaks
9953,Threat Vector
9954,Three Bees
9955,Three Buck Games
9956,Three Eyed Games
9957,Three-Toed Studios
9958,Threeyes
9959,Through Tunnel
9960,Thuleanpanteon
9961,Thunder Clap
9962,Thunder Devs.
9963,Thunder Lotus
9964,ThunderLime
9965,Thunderbox Entertainment
9966,Thunderful
9967,Thunderful Development
9968,Thunkd
9969,"Thunkspace, LLC"
9970,Thylacine Studios
9971,Théo Fazion dos Santos
9972,Théo Mn
9973,TiGames
9974,Tiago Rech
9975,Tiamat Games
9976,Tianyu Cao
9977,Tibba Games
9978,TideOver Studios
9979,TieDeveloper
9980,Tiffany Phan
9981,Tiger
9982,TigerQiuQiu
9983,Tim Beaudet
9984,Tim Fowers
9985,Tim Kashani
9986,Tim McArthur
9987,Tim Oxton
9988,Tim Porter
9989,Tim Ruswick
9990,Tim van Kan
9991,Tim-Jannick Hopp
9992,Timberline Studio
9993,Timberwell 本幺
9994,Timberwolf Studios
9995,Time Galleon
9996,Time Stealers Studio
9997,Time To Kill
9998,TimeSink Inc.
9999,TimeWastingGames
10000,Timelock Studio
10001,Timesink
10002,Timespace Studios
10003,Timon Herzog
10004,Timothy Ichiyasu
10005,Timothy van der Hoeven
10006,Timur Chanturia
10007,Tin Can Studio
10008,Tin Man Games
10009,Tindalos Interactive
10010,Tinimations
10011,Tinky
10012,Tinogames Inc.
10013,Tiny Forge Gaming
10014,Tiny Goblin Productions
10015,Tiny Little Lion
10016,Tiny Magicians
10017,Tiny Roar
10018,Tiny Shiny Things
10019,Tiny Trinket Games
10020,Tiny Warrior Games
10021,Tinzone Games
10022,TipsWorks
10023,TipsyDuck
10024,Tiptoe Games
10025,Tired Turtle Games
10026,Titanforged Entertainment
10027,Tlön Industries
10028,Toaplan
10029,ToasterFuel
10030,ToasterWare
10031,ToastieLabs
10032,Toasty
10033,Tobias Arlt
10034,Tobias Bilgeri
10035,Tobias Springer
10036,Toblue
10037,Toby Clark
10038,Todak Studios
10039,Toft Games
10040,Tofu Soup
10041,Toge Productions
10042,Together  Game
10043,Together Games
10044,TokuPop
10045,Tom
10046,Tom BOUTONNAT
10047,Tom Brinton
10048,Tom Johnson
10049,Tom Lubanovic
10050,Tom Motz
10051,Tom Raudys
10052,Tom Reason
10053,Tom van den Boogaart
10054,TomAda Games ltd
10055,Tomary
10056,Tomas Daugela
10057,Tomas Sala
10058,Tomasz Dziobek (TomiGames)
10059,Tomato Fantasy Games
10060,Tomer Barnea
10061,TommahGames
10062,Tommaso Romanò
10063,Tomorrow Games
10064,Tomás Esconjaureguy
10065,Tong Li Publishing Co.
10066,Tonguç Bodur
10067,Tonia Sanzo
10068,Tony
10069,"Tony ""M00fins"" Capp"
10070,Tony Cuni
10071,Tony Wang
10072,Too Husky
10073,Too Kyo Games
10074,TooIzzi Games
10075,Toodoo Studio LLC
10076,Top Hat Studios Inc
10077,Top Right Corner
10078,Top-Down Games
10079,TopCog
10080,TopSkyGames
10081,Topchan Games
10082,Topping Palette
10083,Toppluva AB
10084,TorchEntertainment
10085,Torched Hill
10086,TorksGame
10087,Torn Banner Studios
10088,Toro Nishino
10089,Torple Dook
10090,TorpleDook
10091,Torpor Games
10092,Torsten Scholze
10093,Tortuga Team
10094,Torus Games
10095,Total
10096,Total Mayhem Games
10097,Totally Normal Creature
10098,Toucan Studio
10099,Touch Times Studio
10100,Touhou neko mini
10101,Toukana Interactive
10102,Tour De Pizza
10103,Tower Games
10104,TowerSergi
10105,Towerhouse
10106,Toxic Dog
10107,Toxic Games
10108,Toxic Studio
10109,Toy Box Inc.
10110,Toyful LLC
10111,Toylogic Inc.
10112,Toyman
10113,Toys for Bob
10114,Traega Entertainment
10115,Trailblazer Games
10116,Trainspotting Studio
10117,Traitorean Games
10118,TrampolineTales
10119,Transhuman Design
10120,Transient Games
10121,Transolar Games
10122,Trapstar Games
10123,Trashy Rascal Studios
10124,Travis Maynard
10125,Travolab Replay
10126,Trederia
10127,Tree Branch Games
10128,TreeFall Studios L.L.C.
10129,TreeNutsGames
10130,Trent Garlipp
10131,Trepang Studios
10132,Trepid Studios
10133,Treplacon Studio
10134,Trese Brothers
10135,Trevor Alex
10136,Trevor Kellogg
10137,Treyarch
10138,Tri-Heart Interactive
10139,TriScale
10140,Triakola Studios
10141,Triangle Factory
10142,Triangle Square
10143,Triangle Studios
10144,Tribal.Games
10145,Triband
10146,Tribe Games
10147,Tribetoy
10148,Tribus Games Indie
10149,Tributary Games
10150,Tribute Games Inc.
10151,Trick Shot Development
10152,Trickjump Games Ltd
10153,Trickster Arts
10154,Tricore Inc.
10155,Trigger Happy Interactive
10156,Trigger Labs
10157,Triheart Studio
10158,Triin Aare
10159,Triiodide Studios
10160,Trimatra Interactive
10161,Trinitite Team
10162,Trinity Experiences
10163,Trinity Team
10164,TrinityBJ
10165,Triomatica Games
10166,Trip Time Games
10167,Triple Cerberus Studios
10168,Triple Scale Games
10169,Triple Topping
10170,Triple-I Games
10171,Triple.B.Titles
10172,Triplevision Games Limited
10173,Trippin Bears
10174,Tripwire Interactive
10175,Triskell Interactive
10176,Tristan Dahl
10177,Tristan Fogt
10178,Tritrie Games
10179,Triumph Studios
10180,Triverske
10181,Trixten Studio
10182,Troglobytes Games
10183,Trophy Games
10184,Trophy Games ApS
10185,TroyHolman
10186,"Truant Pixel, LLC"
10187,True Axis Pty Ltd
10188,True Seria
10189,Trumbus
10190,Trunka
10191,Truthkey
10192,TrymenT
10193,Trynet Games
10194,Trynity Lab.
10195,Ts Studio Games
10196,Tsukimitake
10197,Tsukinomizu Project
10198,Tsukuyomi
10199,Tsuyomi
10200,TuanisApps
10201,Tuatara Games
10202,Tubby Turtle Studios
10203,Tuckfard Games
10204,Tudor Sandru
10205,Tuesday Quest
10206,Tunaic Games
10207,Tunermaxx Media GmbH
10208,Tuning Mania
10209,Tunnel Vision Games
10210,Tunnel Vision Studio
10211,Tuomo Laine
10212,Turbo Button
10213,Turn 10
10214,Turnfollow
10215,Turnip Based Games
10216,Turquoise Revival Games
10217,Turtle Rock Studios
10218,Turtle Ship Studio
10219,TurtleBlaze
10220,Tusky Games
10221,Tuxedo Labs
10222,Twelve Tiles
10223,Twice Different
10224,Twilight
10225,Twin Hearts
10226,Twin Petes
10227,Twin Sails Interactive
10228,Twin Sword Studio
10229,"Twinbeard, Inc."
10230,Twins Halo
10231,Twisted BrainZ
10232,Twisted Corridor👻
10233,Twisted II Studio
10234,Two Clusters
10235,Two Dog Games
10236,Two Hands
10237,Two Horizons
10238,Two Inc
10239,Two Mind Games
10240,Two Point Studios
10241,Two Star Games
10242,Two Tiny Dice
10243,TwoPM Studios
10244,TxK Gaming Studios
10245,Ty Taylor
10246,TyberiusInSD
10247,Tyche's Bookshelf
10248,Tye Abbott
10249,Tyler
10250,Tyler Devine
10251,Tyler Hudson
10252,Tyler R. Gonelli
10253,Tymedust Games
10254,TypeEh Studios
10255,Typhoon
10256,Typical Entertainment
10257,Typing Monkey
10258,Tyre Bytes LLC
10259,Tyrone Anderson
10260,Tzika P
10261,U-ROOM
10262,U-Secret Studio
10263,UAB Puzzle Lab
10264,UDX Interactive Inc.
10265,UE4六叔
10266,"UG Virtual Reality Technology Co., Ltd."
10267,UI factory
10268,UKZ Arts
10269,UMANIMATION
10270,UMEO Studios
10271,UMURO
10272,UN JE NE SAIS QUOI
10273,UNDEAD BATTERY
10274,UNICORE Games Studio
10275,"UNIVRS, Inc."
10276,UNREAL DARK STUD
10277,UPLAY Basketball
10278,UPLAY Online
10279,US8
10280,USAGI STORE
10281,"USERJOY Technology Co., Ltd."
10282,UT STUDIO
10283,UTW Team
10284,UU Games
10285,UVWGAME
10286,Ubik Studios
10287,Ubisoft
10288,Ubisoft Annecy
10289,Ubisoft Belgrade
10290,Ubisoft Berlin
10291,Ubisoft Chengdu
10292,Ubisoft Kyiv
10293,Ubisoft Mainz
10294,Ubisoft Montreal
10295,Ubisoft Odesa
10296,Ubisoft Paris
10297,Ubisoft Paris Studio
10298,Ubisoft Pune
10299,Ubisoft Pune Production
10300,Ubisoft Shanghai
10301,Ubisoft Toronto
10302,Uiop Xever
10303,Ukiyo town
10304,Ulbe
10305,Ulfsire
10306,Ulisses Digital
10307,Ulon
10308,Ultaan Games
10309,Ultimate Games S.A.
10310,Ultimate Studio
10311,Ultimate VR
10312,UltimateDesktop
10313,Ultimo Games
10314,UltramarineGames
10315,UltramarineSoft
10316,UmaikiGames
10317,Umami Tiger (Matthias Linda)
10318,Umigame Studios
10319,Umix Studios
10320,Umut Haznedar
10321,UnDefined Studio
10322,UnSweet
10323,Unbalanced Equations
10324,Unbossed Games
10325,Unbound Creations
10326,UncannyKiwi Limited
10327,Uncasual Games
10328,Uncharted Realms
10329,Uncle_J Game
10330,Undead Avian Publishing
10331,Undead Labs
10332,Under Three
10333,Under the Stairs
10334,Underbite Games
10335,Undercoders
10336,Underdone Gaming
10337,Underhill
10338,Undermog Games
10339,Undertow Games
10340,Undying Joy
10341,Unexpected
10342,Unfinished Games
10343,Unfinished Pixel
10344,Unfrozen
10345,Unhexigon
10346,Unicube
10347,Uniiao Game
10348,Unikgame
10349,Unique Media
10350,Unison Shift: Blossom
10351,"Unistellar Industries, LLC"
10352,United Digital Group GmbH
10353,United Independent Entertainment
10354,Universal Everything
10355,Universe Juice
10356,Universe Projects Inc.
