game_key,steam_appid,name,type,is_free,required_age,initial_price,price_tier,controller_support,dlc_count,achievements_total,content_depth_tier,language_count,price_currency,is_premium
1,1872790,Luckitown,game,0,0,99.0,100-199,0,0,12,medium,1,THB,0
2,1198740,Colony Siege,game,0,0,400.0,300-499,0,0,24,medium,10,THB,0
3,622680,Mayhem in Single Valley,game,0,0,315.0,300-499,1,1,40,high,10,THB,0
4,684450,Surviving the Aftermath,game,0,0,819.0,800+,0,4,74,very high,8,THB,1
5,498310,RPG in a Box,game,0,0,899.0,800+,0,0,25,medium,10,THB,1
6,580640,End State,game,0,0,400.0,300-499,0,0,0,low,1,THB,0
7,599610,Lost Words: Beyond the Page,game,0,0,315.0,300-499,1,1,21,medium,5,THB,0
8,672630,Academia : School Simulator,game,0,0,549.0,500-799,0,0,140,very high,13,THB,1
9,826540,Audio Trip,game,0,0,289.0,200-299,0,3,37,high,9,THB,0
10,914890,Nine Noir Lives,game,0,0,289.0,200-299,0,1,43,high,2,THB,0
11,971690,Cake Bash,game,0,0,289.0,200-299,1,0,20,medium,10,THB,0
12,1054340,Logic World,game,0,0,495.0,300-499,0,1,0,low,1,THB,1
13,1087760,The Gunk,game,0,0,319.0,300-499,1,0,17,medium,9,THB,0
14,891170,The Witch & The 66 Mushrooms,game,0,0,155.0,100-199,0,0,0,low,2,THB,0
15,917150,Godhood,game,0,0,379.0,300-499,0,2,59,very high,2,THB,0
16,931000,"URUZ ""Return of The Er Kishi""",game,0,0,115.0,100-199,1,0,44,high,2,THB,0
17,774791,Surgeon Simulator 2,game,0,0,400.0,300-499,0,0,30,medium,13,THB,0
18,820540,Bloodroots,game,0,0,289.0,200-299,1,0,33,high,8,THB,0
19,962630,Transient: Extended Edition,game,0,0,400.0,300-499,1,1,27,high,9,THB,1
20,976900,Lumberhill,game,0,0,315.0,300-499,1,2,48,high,15,THB,0
21,939790,Royal Alchemist,game,0,0,289.0,200-299,0,2,48,high,1,THB,0
22,994910,"Poker Master - Texas Hold'em, Roulette, Blackjack, Baccarat, Omaha, Slots, Teen Patti, Mahjong, Landlord, Showhand, Bullfighting, Chinese poker",game,1,0,0.0,Free,0,0,52,high,22,FREE,0
23,1124080,Active DBG: Brave's Rage,game,0,0,369.0,300-499,1,0,44,high,4,THB,0
24,1151930,Buissons,game,0,0,175.0,100-199,1,0,0,low,2,THB,0
25,829280,Kaze and the Wild Masks,game,0,0,315.0,300-499,1,1,25,medium,29,THB,0
26,949290,Winkeltje: The Little Shop,game,0,0,315.0,300-499,1,1,24,medium,16,THB,1
27,1013910,Aron's Adventure,game,0,0,379.0,300-499,0,0,31,high,9,THB,0
28,1045010,Russia Roguelike,game,0,0,23.0,1-99,0,0,51,high,2,THB,0
29,1048580,Terje Haakonsen's Powder VR,game,0,0,289.0,200-299,0,0,0,low,1,THB,0
30,1066430,Kwaidan ～Azuma manor story～,game,0,12,275.0,200-299,1,0,9,low,4,THB,0
31,1071130,The Procession to Calvary,game,0,0,199.0,200-299,0,0,21,medium,5,THB,0
32,1092630,Rogue Glitch Ultra,game,0,0,127.49,100-199,1,1,29,high,11,THB,0
33,1189680,Degraman: Act I. Vincent,game,1,0,0.0,Free,0,2,14,medium,2,FREE,0
34,1233260,FAIRY TAIL,game,0,0,1954.0,800+,0,62,44,very high,6,THB,1
35,1250250,NAMCO MUSEUM ARCHIVES Vol 1,game,0,0,399.0,300-499,0,0,12,medium,1,THB,0
36,1273690,Ashwalkers,game,0,0,209.0,200-299,0,1,58,very high,6,THB,0
37,1285020,Flipon,game,0,0,41.0,1-99,1,0,16,medium,9,THB,0
38,1287530,Lords and Villeins,game,0,0,459.0,300-499,0,2,50,high,7,THB,1
39,1310990,Bishojo Mangekyo Kotowari to Meikyu no Shojo,game,0,0,510.0,500-799,0,0,0,low,1,THB,1
40,1325800,Viticulture Essential Edition,game,0,0,239.0,200-299,0,1,5,low,8,THB,0
41,1326000,Sakura Succubus 2,game,0,0,189.0,100-199,0,0,13,medium,2,THB,0
42,1415140,Kandidatos Kart,game,0,0,23.0,1-99,1,0,0,low,1,THB,0
43,1482860,Idle Research,game,1,0,0.0,Free,0,0,99,very high,1,FREE,0
44,1490340,We Are OFK,game,0,0,289.0,200-299,0,2,28,high,1,THB,0
45,1492070,Sker Ritual,game,0,0,369.0,300-499,1,16,52,very high,16,THB,0
46,1501150,Pebble Witch,game,0,0,69.0,1-99,0,0,0,low,1,THB,0
47,1523720,Cook-Out,game,0,0,289.0,200-299,0,0,49,high,7,THB,0
48,1562700,SANABI,game,0,0,315.0,300-499,0,2,21,high,11,THB,0
49,1640760,WORDLAND 2,game,0,0,47.0,1-99,0,0,30,medium,1,THB,0
50,1677180,Neko Hacker Plus,game,0,0,69.0,1-99,0,2,15,medium,2,THB,0
51,1700220,东方远空界 ~ Ultimate Vitality of Imagination,game,0,0,189.0,100-199,0,1,24,medium,1,THB,0
52,1885690,Virtual Circuit Board,game,0,0,239.0,200-299,0,0,0,low,1,THB,0
53,1962430,Monochrome Mobius: Rights and Wrongs Forgotten,game,0,0,699.0,500-799,1,0,30,medium,3,THB,1
54,1910790,Lunar Mirror,game,0,0,189.0,100-199,0,1,30,high,1,THB,0
55,1911560,Class Escape,game,0,0,233.84,200-299,0,0,16,medium,2,THB,0
56,1149710,Tesla Force,game,0,0,349.0,300-499,1,1,17,medium,1,THB,0
57,1185600,The Kingdom of God,game,0,0,189.0,100-199,0,0,13,medium,5,THB,0
58,1202310,Sakura Succubus,game,0,0,189.0,100-199,0,0,9,low,2,THB,0
59,1286280,Pronty,game,0,0,339.0,300-499,1,1,44,high,11,THB,0
60,1298050,Boinihi: The Ki Codex,game,0,0,220.0,200-299,0,1,10,medium,2,THB,0
61,1305310,Drox Operative 2,game,0,0,400.0,300-499,1,0,68,very high,1,THB,0
62,1333410,Stream Racer,game,1,0,0.0,Free,0,0,53,high,1,FREE,0
63,1343920,Mighty Fling,game,0,0,69.0,1-99,0,0,0,low,1,THB,0
64,1370050,Trek to Yomi,game,0,0,400.0,300-499,1,1,28,high,12,THB,0
65,1423090,Monster Collector,game,0,0,319.0,300-499,0,0,0,low,1,THB,0
66,1061610,Tenderfoot Tactics,game,0,0,315.0,300-499,1,1,12,medium,7,THB,0
67,1064460,Murder House,game,0,0,209.0,200-299,1,1,7,medium,1,THB,0
68,1115050,Will You Snail?,game,0,0,239.0,200-299,1,1,30,high,25,THB,0
69,1122700,Hindsight,game,0,0,279.0,200-299,1,1,10,medium,14,THB,0
70,1126310,风信楼,game,0,0,209.0,200-299,0,0,102,very high,1,THB,0
71,1191580,Nexomon,game,0,0,189.0,100-199,1,0,62,very high,1,THB,0
72,1201270,A Space for the Unbound,game,0,0,400.0,300-499,1,2,25,high,12,THB,1
73,1266430,Lost In Fantaland,game,0,0,229.0,200-299,1,0,94,very high,4,THB,0
74,987480,花落冬陽 Snowdreams -lost in winter-,game,0,0,269.0,200-299,0,3,31,high,2,THB,0
75,1027120,Bravery Network Online,game,0,0,319.0,300-499,0,0,0,low,1,THB,1
76,1062830,Embr,game,0,0,289.0,200-299,1,3,29,high,12,THB,0
77,1291790,Lakeview Cabin 2,game,0,0,295.0,200-299,1,0,32,high,1,THB,0
78,1102130,Florence,game,0,0,119.0,100-199,1,1,12,medium,22,THB,0
79,1152320,Atelier Shallie: Alchemists of the Dusk Sea DX,game,0,0,1020.0,800+,0,0,39,high,4,THB,1
80,1175460,Revita,game,0,0,579.0,500-799,1,1,127,very high,7,THB,1
81,1181840,HIVESWAP: ACT 2,game,0,0,239.0,200-299,0,1,49,high,1,THB,0
82,1222400,The Soul Stone War,game,0,0,179.0,100-199,0,2,51,very high,1,THB,0
83,1287030,Bubble Bobble 4 Friends: The Baron's Workshop,game,0,0,719.0,500-799,0,0,19,medium,9,THB,1
84,1296980,Forgotten Fields,game,0,0,219.0,200-299,0,1,17,medium,1,THB,0
85,1384940,Egression,game,0,0,289.0,200-299,0,0,27,medium,1,THB,0
86,1477920,Night Book,game,0,0,315.0,300-499,1,0,17,medium,11,THB,0
87,1503530,Minit Fun Racer,game,0,0,69.0,1-99,1,0,31,high,1,THB,0
88,1512390,The Whispering Valley,game,0,0,259.0,200-299,0,0,0,low,2,THB,0
89,596000,The Shattering,game,0,0,289.0,200-299,1,2,21,high,8,THB,0
90,760650,Hammerting,game,0,0,750.0,500-799,0,0,16,medium,10,THB,1
91,1238520,Dandelions in the Sky,game,0,0,95.0,1-99,0,2,11,medium,2,THB,0
92,1483100,One More Dungeon 2,game,0,0,315.0,300-499,1,1,20,medium,4,THB,0
93,1491780,Bloody Paws Unleashed,game,0,0,179.0,100-199,0,1,0,low,1,THB,0
94,1524400,Ragdoll: Fall Simulator,game,0,0,189.0,100-199,0,0,7,low,3,THB,0
95,1532460,The Fridge is Red,game,0,0,315.0,300-499,0,0,7,low,10,THB,0
96,1564090,Landlord of the Woods,game,0,0,23.0,1-99,0,0,0,low,1,THB,0
97,1567200,The Wolf,game,0,0,189.0,100-199,0,0,0,low,11,THB,0
98,1572040,Through The Fragmentation,game,0,0,115.0,100-199,0,1,25,medium,1,THB,0
99,1594400,GAI Stops Auto: Right Version Simulator,game,0,0,69.0,1-99,0,0,10,low,2,THB,0
100,1617270,The Faraway Land,game,0,0,220.0,200-299,0,0,47,high,10,THB,0
101,1662480,Nuclear Blaze,game,0,0,220.0,200-299,1,1,20,medium,11,THB,0
102,1739300,Smack Studio,game,0,0,239.0,200-299,0,1,0,low,1,THB,0
103,1743380,SCP: Doki Doki Anomaly,game,0,0,119.0,100-199,0,1,4,low,1,THB,0
104,1171370,The Supper,game,1,0,0.0,Free,0,2,0,low,1,FREE,0
105,1202870,The Heiress of Sorcery,game,0,0,220.0,200-299,0,1,17,medium,2,THB,0
106,1216710,Cyber Manhunt,game,0,0,259.99,200-299,0,3,62,very high,3,THB,0
107,1218920,Sunset Kingdom,game,0,0,69.0,1-99,0,0,10,low,1,THB,0
108,1222690,Dragon Age™ Inquisition,game,0,18,1099.0,800+,1,0,69,very high,9,THB,1
109,1276040,Mini Words: Top Movies,game,0,0,47.0,1-99,0,0,11,medium,1,THB,0
110,1278500,Tower! 3D,game,0,0,175.0,100-199,0,16,0,very high,1,THB,0
111,1293900,NOMAD,game,0,0,85.0,1-99,0,0,0,low,1,THB,0
112,1413660,Elderand,game,0,0,400.0,300-499,1,0,32,high,10,THB,0
113,1448800,BioCrisis,game,0,0,31.0,1-99,0,0,8,low,1,THB,0
114,1489110,Zapling Bygone,game,0,0,249.0,200-299,1,0,26,medium,1,THB,0
115,1532920,Clutter IX: Clutter IXtreme,game,0,0,189.0,100-199,0,0,0,low,7,THB,0
116,1208260,Hentai Vs Furries,game,0,0,23.0,1-99,0,0,10,low,1,THB,0
117,1273220,Sphere - Flying Cities,game,0,0,269.0,200-299,0,1,24,medium,8,THB,0
118,1278170,Big Rumble Boxing: Creed Champions,game,0,0,1243.39,800+,0,0,52,high,1,THB,1
119,1330470,F.I.S.T.: Forged In Shadow Torch,game,0,0,299.0,300-499,1,1,43,high,9,THB,0
120,1425730,Gal*Gun Returns,game,0,0,1468.0,800+,1,0,41,high,4,THB,1
121,1442160,ABYSS OF THE SACRIFICE,game,0,0,469.0,300-499,1,1,23,medium,4,THB,1
122,1458920,Meridian 157: Chapter 1,game,0,0,95.0,1-99,0,0,0,low,9,THB,0
123,1471530,100 hidden gnomes,game,0,0,23.0,1-99,0,0,100,very high,1,THB,0
124,1475420,Puzzling Peaks EXE,game,0,0,69.0,1-99,0,0,0,low,1,THB,0
125,1503670,[Chilla's Art] The Caregiver | 終焉介護,game,0,0,115.0,100-199,0,0,6,low,2,THB,0
126,1519490,The Doors of Trithius,game,0,0,310.0,300-499,0,1,0,low,17,THB,0
127,1131140,The MoneyMakers Rallye,game,0,0,95.0,1-99,1,0,0,low,10,THB,0
128,1163550,Captain Tsubasa: Rise of New Champions,game,0,0,1190.0,800+,1,21,50,very high,9,THB,1
129,1210340,Breakneck City,game,0,0,315.0,300-499,0,0,12,medium,1,THB,0
130,1258480,Aladdin - Hidden Objects Game,game,0,0,155.0,100-199,0,0,5,low,16,THB,0
131,1263820,sok-worlds,game,0,0,69.0,1-99,0,0,4,low,1,THB,0
132,1336560,Hashiriya Drifter-Online Drift Racing Multiplayer (DRIFT/DRAG/RACING),game,0,0,47.0,1-99,0,0,0,low,13,THB,0
133,1342070,The Triumphant Return of Diabolos,game,0,0,289.0,200-299,0,0,0,low,3,THB,0
134,1355650,Filcher,game,0,0,189.0,100-199,0,0,5,low,1,THB,0
135,1365390,Facility 47,game,0,0,99.0,100-199,0,0,0,low,1,THB,0
136,1414000,Obscurite Magie: The City of Sin,game,0,0,289.0,200-299,0,0,0,low,3,THB,0
137,1425130,Forgotten Hill First Steps,game,0,0,69.0,1-99,0,0,35,high,9,THB,0
138,1457510,The Legend of Heroes: Sen no Kiseki IV -THE END OF SAGA-,game,0,0,1300.0,800+,0,6,53,very high,2,THB,1
139,1778500,Dee's Nuts,game,0,0,23.0,1-99,0,0,14,medium,1,THB,0
140,1866430,Rhapsody: A Musical Adventure,game,0,0,389.0,300-499,1,1,22,medium,2,THB,0
141,1902820,Virtual AI - Lily,game,0,0,289.0,200-299,0,0,0,low,2,THB,0
142,1926170,Forgotten Hill Tales,game,0,0,69.0,1-99,0,0,42,high,8,THB,0
143,1943370,Invercity,game,0,0,239.0,200-299,1,0,19,medium,4,THB,0
144,2009860,Tower Escape,game,0,0,179.0,100-199,0,0,29,medium,9,THB,0
145,1952760,RGB Rush,game,0,0,119.0,100-199,0,0,14,medium,2,THB,0
146,2232290,From The Rain,game,0,0,69.0,1-99,0,0,9,low,1,THB,0
147,1624830,Path of Sacrifice,game,0,0,95.0,1-99,0,0,25,medium,2,THB,0
148,1705150,SKULL CHAINZ,game,0,0,189.0,100-199,1,1,23,medium,1,THB,0
149,1733060,Ever Seen A Cat?,game,0,0,115.0,100-199,0,1,22,medium,1,THB,0
150,1824010,QuaQua,game,0,0,45.0,1-99,1,0,0,low,1,THB,0
151,1851020,River City Girls Zero,game,0,0,239.0,200-299,1,0,19,medium,9,THB,0
152,1073320,Meteorfall: Krumit's Tale,game,0,0,239.0,200-299,0,2,34,high,9,THB,0
153,1740660,Miraculous: Rise of the Sphinx,game,0,0,579.0,500-799,0,1,32,high,6,THB,1
154,1855500,Neko Doll,game,0,0,47.0,1-99,0,1,12,medium,6,THB,0
155,1968340,Project Gunship,game,0,0,220.0,200-299,0,0,0,low,1,THB,0
156,1969060,Path of the Midnight Sun,game,0,0,400.0,300-499,0,2,0,low,3,THB,1
157,1969100,MIGHT'N MOW'EM: CO-OP SURVIVORS ONLINE,game,0,0,63.0,1-99,0,0,19,medium,9,THB,0
158,2007050,Penguins Can Fly,game,0,0,69.0,1-99,0,0,23,medium,1,THB,0
159,2053360,PUTRID SHOT ULTRA,game,0,0,69.0,1-99,1,1,22,medium,1,THB,0
160,2074940,Phantom Alchemy ~Silvia's Dynamic Urban Planning~,game,0,0,259.0,200-299,0,0,0,low,3,THB,0
161,2091250,Koishi Navigation Desktop Youkai,game,1,0,0.0,Free,0,2,0,low,1,FREE,0
162,2105000,Super Choppy Orc,game,0,0,150.0,100-199,1,0,0,low,9,THB,0
163,1250520,Love Spell: Written In The Stars - a magical romantic-comedy otome,game,0,0,359.0,300-499,0,3,26,high,1,THB,1
164,1520710,Entodrive,game,0,0,119.0,100-199,0,0,46,high,1,THB,0
165,1573750,100 hidden mushrooms,game,0,0,23.0,1-99,0,0,100,very high,1,THB,0
166,1586840,ppL,game,0,0,119.0,100-199,0,0,10,low,1,THB,0
167,1604780,Lovely Planet Remix,game,0,0,139.0,100-199,1,0,44,high,8,THB,0
168,1614270,Submerged: Hidden Depths,game,0,0,590.0,500-799,1,1,14,medium,18,THB,1
169,1652710,MouseBot: Escape from CatLab,game,0,0,99.0,100-199,1,0,15,medium,6,THB,0
170,1745280,Magitek VR,game,0,0,315.0,300-499,0,0,9,low,1,THB,0
171,1817560,VOIDCRISIS,game,0,0,489.0,300-499,1,1,45,high,3,THB,1
172,1832950,One More Gate : A Wakfu Legend,game,0,0,400.0,300-499,0,3,41,high,5,THB,1
173,1523510,Cave Digger 2 Dig Harder,game,0,0,330.0,300-499,0,0,26,medium,11,THB,0
174,1547380,KINGDOM of the DEAD,game,0,0,239.0,200-299,0,0,33,high,12,THB,0
175,1594460,I See Red,game,0,0,220.0,200-299,1,1,39,high,13,THB,0
176,1641830,Axis Football 2021,game,0,0,220.0,200-299,0,0,10,low,1,THB,0
177,1642040,BzzzController,game,0,0,23.0,1-99,0,0,0,low,1,THB,0
178,1663640,The Last Oricru - Final Cut,game,0,0,259.0,200-299,1,1,30,high,14,THB,0
179,1714320,Find Love or Die Trying,game,0,0,70.0,1-99,0,1,0,low,6,THB,0
180,1761900,EXOME,game,0,0,239.0,200-299,0,0,0,low,1,THB,0
181,1965800,Dice Tribes: Ambitions,game,0,0,189.0,100-199,0,0,18,medium,1,THB,0
182,1969820,Legacy of Sin: Blood Oath,game,0,0,159.0,100-199,0,1,11,medium,29,THB,0
183,2085360,Insomnia: Theater in the Head,game,0,0,57.0,1-99,0,2,16,medium,8,THB,0
184,2089350,Hatsune Miku Logic Paint S,game,0,0,295.0,200-299,1,0,11,medium,29,THB,0
185,2091500,Warlords Under Siege,game,0,0,220.0,200-299,0,1,77,very high,6,THB,0
186,1574910,The Bart Bonte collection,game,0,0,220.0,200-299,0,0,29,medium,29,THB,0
187,1620720,The Forest Quartet,game,0,0,220.0,200-299,1,1,0,low,14,THB,0
188,1665500,Hypnagogia 無限の夢 Boundless Dreams,game,0,0,189.0,100-199,0,1,45,high,1,THB,0
189,1683690,Skiing VR,game,0,0,295.0,200-299,0,0,17,medium,2,THB,0
190,1685510,Couch Combat,game,0,0,189.0,100-199,1,0,0,low,1,THB,0
191,1690440,Another Tomorrow,game,0,0,209.0,200-299,0,0,0,low,1,THB,0
192,1694600,THE HOUSE OF THE DEAD: Remake,game,0,0,319.0,300-499,1,0,41,high,9,THB,0
193,1709180,Solitaire Expeditions,game,0,0,220.0,200-299,0,0,200,very high,1,THB,0
194,1734470,ROUGH KUTS: The Thirsty Dead,game,0,0,23.0,1-99,0,8,0,high,1,THB,0
195,1781960,Sigil of the Magi,game,0,0,369.0,300-499,0,0,25,medium,6,THB,0
196,1861290,Devil Spire,game,0,0,199.99,200-299,1,0,111,very high,1,THB,0
197,992910,The Black Masses,game,0,0,220.0,200-299,0,0,7,low,1,THB,0
198,1019310,VirtuaVerse,game,0,0,250.0,200-299,1,1,33,high,9,THB,0
199,1112830,The Watchers,game,0,0,115.0,100-199,0,1,15,medium,14,THB,0
200,1125910,Crowns and Pawns: Kingdom of Deceit,game,0,0,289.0,200-299,1,1,31,high,6,THB,0
201,1133120,Ecosystem,game,0,0,400.0,300-499,0,2,0,low,6,THB,1
202,1144400,Senren＊Banka,game,0,0,419.0,300-499,0,0,26,medium,4,THB,1
203,2105980,会计模拟器,game,0,0,220.0,200-299,0,0,0,low,1,THB,0
204,2233890,Prison Wars,game,0,0,105.0,100-199,0,0,0,low,1,THB,0
205,1267540,WRC 9 FIA World Rally Championship,game,0,0,519.0,500-799,1,5,43,very high,13,THB,1
206,1272450,Mahjong Deluxe,game,0,0,63.0,1-99,0,0,0,low,12,THB,0
207,1327430,Pinku Kult Hex Mortis,game,0,0,189.0,100-199,1,0,44,high,1,THB,0
208,1385650,Hot Pot For One (Endless Mode Now Available),game,0,0,63.0,1-99,0,0,1,low,2,THB,0
209,1386620,Anuchard,game,0,0,129.0,100-199,1,2,18,medium,8,THB,0
210,1388860,UNMEMORY,game,0,0,189.0,100-199,0,0,0,low,6,THB,0
211,1562870,Mind Rite,game,0,0,139.0,100-199,0,0,15,medium,2,THB,0
212,1859360,Dungeon Village,game,0,0,200.0,200-299,1,0,6,low,14,THB,0
213,2077590,Sidestep Legends,game,0,0,115.0,100-199,1,0,100,very high,1,THB,0
214,2131350,My Coworker is an Idiot,game,0,0,47.0,1-99,0,0,11,medium,1,THB,0
215,959860,The Valiant,game,0,0,495.0,300-499,1,2,32,high,13,THB,1
216,1034750,The Flower Collectors,game,0,0,289.0,200-299,1,1,13,medium,5,THB,0
217,1067220,RoboCo,game,0,0,220.0,200-299,0,0,0,low,10,THB,0
218,1155660,The Deed II,game,0,0,115.0,100-199,1,0,27,medium,3,THB,0
219,1895130,Darza's Dominion,game,1,0,0.0,Free,1,0,17,medium,1,FREE,0
220,1926440,Twin Edge,game,0,0,220.0,200-299,0,0,17,medium,1,THB,0
221,1934990,Senpai and the Mysterious Dungeon,game,0,0,229.0,200-299,0,0,0,low,3,THB,0
222,1991850,Navy War: Battleship Games,game,1,0,0.0,Free,0,0,0,low,11,FREE,0
223,2013900,100 hidden turtles,game,0,0,23.0,1-99,0,0,100,very high,1,THB,0
224,2050050,Rift Loopers,game,0,0,99.0,100-199,1,2,34,high,2,THB,0
225,2076850,Keyboard Warrior: Dreamstate,game,0,0,73.0,1-99,1,1,54,high,1,THB,0
226,1895300,Shinobi Warfare,game,1,0,0.0,Free,0,0,0,low,1,FREE,0
227,1932160,Neptunia: Sisters VS Sisters,game,0,0,579.0,500-799,1,0,52,high,4,THB,1
228,1149550,Utawarerumono: Mask of Deception,game,0,0,469.0,300-499,1,4,44,very high,3,THB,1
229,1150730,Island SAGA,game,0,0,289.0,200-299,0,0,33,high,3,THB,0
230,1204470,Space Elite Force II,game,0,0,135.0,100-199,1,0,69,very high,14,THB,0
231,1206720,kraken's curse,game,0,0,69.0,1-99,1,0,7,low,1,THB,0
232,1254860,World Championship Boxing Manager™,game,0,0,139.0,100-199,0,0,0,low,5,THB,0
233,1267470,Warriors of the Nile,game,0,0,219.0,200-299,0,0,39,high,3,THB,0
234,1273260,Corpse Party (2021),game,0,0,449.0,300-499,1,0,33,high,3,THB,1
235,1273790,Empires and Tribes,game,0,0,319.0,300-499,0,0,0,low,6,THB,0
236,1291330,"Wakamarina Valley, New Zealand",game,0,0,139.0,100-199,0,0,0,low,1,THB,0
237,1297790,Sunday Rivals,game,0,0,400.0,300-499,1,1,0,low,1,THB,0
238,1328920,Mira and the Mysteries of Alchemy,game,0,0,289.0,200-299,0,0,0,low,3,THB,0
239,1367420,One Line Coloring,game,0,0,115.0,100-199,1,0,8,low,29,THB,0
240,1454050,Tour de France 2021,game,0,0,1049.0,800+,1,0,40,high,7,THB,1
241,1529710,Симулятор Прыгания по Гаражам,game,0,0,23.0,1-99,0,2,1,medium,1,THB,0
242,1530340,Incremental Epic Hero,game,1,0,0.0,Free,0,5,24,high,3,FREE,0
243,1545250,ECHOLOCAUTION,game,0,0,99.0,100-199,1,2,20,medium,3,THB,0
244,1545600,Grapple Hoops,game,0,0,209.0,200-299,0,0,16,medium,1,THB,0
245,1571140,东方十昊狱 ～ Hella Dazzling Hell!!,game,0,0,189.0,100-199,0,0,6,low,1,THB,0
246,1714440,Angels Cove,game,0,0,69.0,1-99,0,0,11,medium,10,THB,0
247,1378990,Crash Bandicoot™ 4: It’s About Time,game,0,0,1399.0,800+,1,0,51,high,11,THB,1
248,1714460,Starry Knight,game,0,0,69.0,1-99,0,0,28,medium,3,THB,0
249,1739880,Blood And Zombies,game,0,0,299.0,300-499,0,2,16,medium,6,THB,0
250,1825740,Fat Baby,game,0,0,119.0,100-199,0,0,0,low,1,THB,0
251,1876350,HEROish,game,0,0,220.0,200-299,1,0,28,medium,14,THB,0
252,1983420,LoFi Hotel,game,0,0,85.0,1-99,0,1,33,high,1,THB,0
253,1995870,Pixel Survivors : Roguelike,game,0,0,125.0,100-199,1,0,118,very high,10,THB,0
254,2157060,Project Malice,game,0,0,220.0,200-299,0,1,99,very high,1,THB,0
255,777670,Okinawa Rush,game,0,0,369.0,300-499,0,0,14,medium,7,THB,0
256,978630,Juro Janosik,game,0,0,239.0,200-299,1,0,40,high,19,THB,0
257,1039100,No Place for Bravery,game,0,0,289.0,200-299,1,0,19,medium,9,THB,0
258,1099460,The Forgotten Land,game,0,0,199.0,200-299,1,0,18,medium,8,THB,0
259,1169100,Gazillionaire,game,0,0,220.0,200-299,0,0,0,low,1,THB,0
260,1178790,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,game,0,0,289.0,200-299,0,0,55,high,4,THB,0
261,1270670,Touhou Double Focus,game,0,0,259.0,200-299,1,1,32,high,4,THB,0
262,1288560,My Dear Prince,game,0,0,189.0,100-199,0,0,13,medium,2,THB,0
263,1291010,Warpips,game,0,0,349.0,300-499,1,2,21,high,12,THB,0
264,1300600,Blind Drive,game,0,0,189.0,100-199,1,1,22,medium,7,THB,0
265,1365750,东方栖霞园 ~ Blue devil in the Belvedere.,game,0,0,189.0,100-199,1,1,65,very high,3,THB,0
266,1458690,Mango,game,0,0,189.0,100-199,1,1,25,medium,4,THB,0
267,1461930,Robotry!,game,0,0,229.0,200-299,1,1,11,medium,7,THB,0
268,1503590,Range is HOT!,game,0,0,379.0,300-499,0,0,0,low,1,THB,0
269,1511090,Great Paintings VR,game,1,0,0.0,Free,0,1,0,low,4,FREE,0
270,1608040,Castle Morihisa,game,0,0,239.0,200-299,1,1,33,high,8,THB,0
271,1662010,Project Absentia,game,0,0,209.0,200-299,0,1,0,low,1,THB,0
272,1728830,Space Docker VR,game,0,0,239.0,200-299,0,0,13,medium,1,THB,0
273,1835840,Quarantineer,game,0,16,189.0,100-199,0,0,0,low,3,THB,0
274,1888130,ALAN-13 Reformation,game,0,0,330.0,300-499,0,0,9,low,7,THB,1
275,1906020,Drums Rock,game,0,0,318.99,300-499,0,61,9,very high,10,THB,0
276,1939790,Paper Bride 3 Unresolved Love,game,0,0,189.0,100-199,0,2,20,medium,7,THB,0
277,2095140,Locked in my Darkness,game,0,0,129.0,100-199,0,0,15,medium,10,THB,0
278,2158240,The Trench,game,0,0,85.0,1-99,0,0,0,low,1,THB,0
279,2158850,Spooky Halloween in the Voxel World (Remake),game,0,0,159.0,100-199,0,2,1,medium,2,THB,0
280,2180310,Basement of Hellish,game,0,0,23.0,1-99,0,0,0,low,1,THB,0
281,2185770,Aonatsu Line,game,0,0,419.0,300-499,0,0,25,medium,2,THB,1
282,724330,Age of Grit,game,0,0,239.0,200-299,0,0,16,medium,1,THB,0
283,1120810,Eastern Exorcist,game,0,0,269.0,200-299,1,1,40,high,6,THB,0
284,1178230,The Wild Case,game,0,0,175.0,100-199,1,0,18,medium,9,THB,0
285,1192380,TOTALLY BASEBALL,game,0,0,315.0,300-499,0,0,0,low,1,THB,0
286,1286710,Hylics 2,game,0,0,315.0,300-499,0,0,0,low,1,THB,0
287,1290270,Vampire: The Masquerade — Night Road,game,0,0,259.0,200-299,0,2,30,high,1,THB,0
288,1295510,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,game,0,0,1390.0,800+,1,0,57,high,8,THB,1
289,1298080,Almost My Floor,game,0,0,189.0,100-199,1,2,19,medium,2,THB,0
290,1304420,Super Cable Boy,game,0,0,249.0,200-299,1,1,41,high,9,THB,0
291,1395850,Home and Dungeon,game,0,0,259.0,200-299,0,0,60,high,3,THB,0
292,1406200,In My Shadow,game,0,0,189.0,100-199,1,1,22,medium,9,THB,0
293,1446280,Alice in Wonderland - a jigsaw puzzle tale,game,0,0,95.0,1-99,0,1,61,very high,1,THB,0
294,1449510,Henchman Story,game,0,0,315.0,300-499,1,1,26,high,1,THB,0
295,1452500,The Good Life,game,0,0,379.0,300-499,1,2,42,high,4,THB,1
296,1469170,Commandos 3 - HD Remaster,game,0,0,575.0,500-799,1,0,39,high,14,THB,1
297,1493760,Youtubers Life 2,game,0,0,369.0,300-499,1,0,20,medium,13,THB,0
298,1511630,TrackDayR,game,0,0,810.0,800+,0,0,41,high,1,THB,1
